,Unnamed: 0,title,content,comment,date,category,vader_score,dict_score
90,90,"Tenaris S.A.: Record Profits, Low Multiples, Expanding Margins, And Insider Ownership",Tenaris SA  makes and sells tubular products such as line pipes and steel casings for industrial applications Most of its customers fall into the oil and gas industry but the firm also provides productsIn Q22023 Tenaris net sales amounted to 4b and the firmRevenue operating income and net income LTM are all at record highs since 2014 according to data from The firms operating and net margins LTM are both at record highs since 2014 and its free cash flow margin LTM is in the upper end of its historical rangeTenaris net debt quarterly is negative and has been dropping for five consecutive quarters Its debtassets ratio remains quite low now sitting at 36 and the number of common shares has been stable since at least 2020The firms PS PE and EVEBITDA quarterly ratios are all close to the bottom of their historical rangesFinally about 60 of shares are owned by insiders per  and  indicating that company insiders have substantial skin in the game and are incentivized to make decisions that benefit shareholdersTenaris US sales of wage 400 series connections recently hit a new record per the  those products are mostly used by operators that engage in shale well drilling Overall pricing has improved with the recent quarter delivering a 21 YoY rise in the average selling prices within its Tubes operating segment Sales are growing at an impressive clip and are up 46 YoY now standing at 41b If these trends continue the firm may be more likely to see future growth and deliver upside surprisesManagement expects strong growth in Saudi demand for line pipe and open country tubular goods OCTG in the next few years partially driven by Saudi Aramcos pursuit of its Master Gas System In the firms view OCTG stocks are relatively depressed and will need to be rapidly replenishedThe government of Argentina recently commenced stage 1 of a pipeline that was constructed with Tenaris pipes and management believes there are more pipeline infrastructure development projects on the horizon Just a few days ago the Argentine government  it will launch a project that aims to transport gas from the Vaca Muerta shale reservoirTenaris is seeing some momentum in its Brazilian operations They recently received a 46000ton contract for seamless pipe that will go to an offshore pipeline and were awarded a supply of 95000 tons which will be used for the firms BMC33 deepwater developmentThe firm increased its indirect shareholding in Global Pipe Company which makes largediameter pipes and conductor casings bringing ownership from 35 to 57Finally management believes US oil and gas drilling activity will likely rebound before the end of the yearManagement said its outlook for operations in Colombia has worsened noting that the firms number of operating rigs in the region has fallen from 50 in 2022 to 28 Tenaris believes this is a bottom but it expects it to persist for at least the next two quarters per the recent earnings transcriptTenaris operations may suffer during adverse weather events which are becoming increasingly common as climate change intensifies Weather pattern changes in the past few years have made natural disasters more common and harder to predict The firms production facility in Veracruz Mexico is particularly exposed to earthquakes and its facility in Texas is in a region with an elevated risk of hurricanes and floods Severe freezes have in the past Texas 2021 resulted in production losses and cost overruns according to the firms 20F Any future unfavorable weather could impair the firms financial resultsThe firm depends on drilling activity which is driven by current and future oil prices A prolonged andor severe drop in the price of oil or its future outlook could lead to reduced drilling activity and reduced demand for Tenaris pipesSince Tenaris has substantial operations in international markets such as Brazil Argentina Chi,1,2023-08-28,1,0.3007,-0.4999999750000012
91,91,Slower Growth For Median Household Income,How different would the trajectory of median household income have been if not for what changed in March 2021That marks the last month before the growth of the trailingyear average of personal earned income per capita in theHow much more slowly can be seen in the following  Weve established a counterfactual based on how median household income  if the existing trend from March 2015 through March 2021 had continued and show how that compares with how median household income has actually changed in the period from March 2021 through JulyThe figures indicated for December 2021 and December 2022 in the new trend correspond to the US Census Bureaus annual estimates for median household income for their calendar years We find that through December 2021 median household income was 33 less than the counterfactual projects Through December 2022 the difference increases to 64The period in which the growth of median household income slowed compared to its previous trend coincides with the onset of high inflation within the US economy From March 2015 through March 2021  in the US ranged between 01 and 29 and was 26 in March 2021 Since March 2021 it has been as high as 91 June 2022 and has not been less than 30 June 2023 It was 32 in July 2023In the face of such inflation the slower pace of median household income growth since March 2021 is especially painful Slower nominal income growth combined with an elevated rate of inflation makes that outcome inevitablePolitical Calculations Comparing Median Household Income Estimates and Visualizing Trends  20 September 2023US Bureau of Economic Analysis Table 26 Personal Income and Its Disposition Monthly Personal Income and Outlays Not Seasonally Adjusted Monthly Middle of Month Population  Last Updated 31 August 2023 Accessed 31 August 2023US Bureau of Economic Analysis Table 26 Personal Income and Its Disposition Monthly Personal Income and Outlays Not Seasonally Adjusted Monthly Middle of Month Compensation of Employees Received Wage and Salary Disbursements  Last Updated 31 August 2023 Accessed 31 August 2023US Census Bureau Current Population Survey 1968 to 2023 Annual Social and Economic Supplements CPS ASEC  12 September 2023  The summary bullets for this article were chosen by Seeking Alpha editors,0,2023-09-21,3,0.7357,-0.9999997500000625
92,92,Biden administration cancels $9B more of student loan debt,52B in debt relief for 53000 borrowers under the Public Service Loan Forgiveness Program which covers students who work in certain public service jobs like teaching28B for almost 51000 borrowers in incomedriven repayment programs who had been in repayment for 20 more years but never received relief they were entitled to12B for almost 22000 borrowers who have a total or permanent disability,215,2023-10-04,8,0.8735,0.0
93,93,"Senate passes 45-day spending bill, averting a government shutdown (updated)",The US Senate passed the 45day spending bill that the House passed earlier Saturday sending the legislation to President Joe Biden for his signature Update Biden signed the bill before the midnight deadline Added 720 AM ETThe bill was passed in an 88to9 vote The legislation gives Congress more time to negotiate a full FY2024 budget There will be no government shutdown said Senate Majority Leader Charles Schumer DNY Bipartisanship was the best solution all alongThe stopgap spending bill funds the government until Nov 17 at 2023 spending levels and includes no aid for Ukraine and 16B of natural disaster relief through the Federal Emergency Management AgencyEarlier in the week the Senate had been crafting a bill that covered 31 days of federal funding and included 6B in aid for Ukraine and 6B for natural disaster aid Dear readers We recognize that politics often intersects with the financial news of the day so we invite you to click here to join the separate political discussion ,135,2023-10-01,2,0.6222,-0.49999987500003124
94,94,Federal Reserve proposes lowering debit-card swipe fees,The Federal Reserve proposed lowering debitcard swipe fees that card issuers can charge merchants the first such change since the fees caps were established in 2011 in a meeting on WednesdayThe proposal would reduce the fees associated with a 50Under the current rules a card issuer can charge a base fee of no more than 021 plus 5 basis points of the value of the transaction and a fraudprevention adjustment of 001 if the issuer meets certain fraudprevention standardsUnder the proposal the base component would be 0144 cents the transaction valuebased part would be 40 bps and the fraudprevention adjustment would be increased to 0013The Federal Reserve also  to update the interchange fee cap every other year based on data it collects in a survey of large debit card issuersNote that banks with assets of less than 10B are exempt from the interchange fee standards that are part of the Durbin Amendment that instituted the capsRelevant tickers Bank of America  Citigroup  JPMorgan Chase  Wells Fargo  US Bancorp  Visa  Mastercard We recognize that politics often intersects with the financial news of the day so we invite you to ,48,2023-10-25,8,0.749,0.0
95,95,"Caterpillar Stock: Company Likely To Beat Q3 Earnings Estimates, Focus On 2024",Caterpillar  will report  at the end of the month Though quarterly reports can create a lot of unnecessary noise I believe this report together with the next one might be a turning point to understand where theSince the recovery from the pandemic took place Caterpillar has been on the run both in terms of its organic operations and results and its stock performance There are in fact significant tailwinds that the company is benefiting from In particular I want to  three main macro trendsOn the other side the picture appears to be more complex In fact rising rates hot inflation and geopolitical instability are all affecting the global economy slowing it down The US Manufacturing PMI Index has been falling since its peak in 2021 and its now in contraction territory even though in September it has ticked up suggesting the beginning of a new manufacturing cycleAll that said Caterpillar had a business model with  In fact out of its 64plus billion in revenues 22 billion comes from services This is truly massive for an industrial company because it means around onethird of its revenues are recurring And Caterpillar is not done growing this business because its targeting to reach 28 billion by 2026Caterpillar is on a winning streak this year with its past two quarterly reports beating EPS estimates by 295 and 212 It literally seems unstoppable and this has been reflected in its stock price Every time it dips investors buy it hand over fist This is why yeartodate it has vastly overperformed Deere  one of its main peersBut Caterpillar has been keen on warning investors that this wonderful run wont continue forever In fact starting with Q3 there will be some new factors impacting overall results Lets look at them one by oneIn addition we can look at two companies related to Caterpillar Volvo Group  and Terex  The latter  it expects FY 2023 EPS to be 705 lower than the estimate of 716 The former in  has  as expected  delivered strong sales but order intake in construction equipment decreased by 27 with deliveries down another 21 The decline in orders according to Volvo was largely driven by lower demand in China following the economic slowdown as well as by cautiousness among customers and dealers in Europe The Volvo Group also reported that the only region where it saw construction growing was North America thanks to continued large infrastructure projects and a strong commercial construction sector that more than offset weaker residential construction amid rising interest rates While construction is not as important for Volvo compared to trucks it is for Caterpillar because as of last quarter it makes up 417 of total sales Of this 417 which in the last quarter was worth 72 billion around 555 is earned in North America From what Volvo reported I can assume this quarter will see North America grow within Construction Industries while total sales of the segment will shrink some Since Caterpillar is highly exposed to North America I think the dynamism of the continent will offset the weakness seen elsewhere Nonetheless we wont see this segment keep on exploding as we have seenThe Volvo Group also released its forecast for this fiscal year and the next It looks gloomy For Construction equipment North America is the only continent clearly still expanding while Europe and Asia ex China will be around flat and South America and China will be down big But if we look at Volvo Groups forecast for 2024 it is not pretty Even North America will be down YoYI think we have many signs showing the cycle has peaked and that now were moving toward a new troughAfter all in the last  Caterpillar acknowledged both growing demand in Energy and Transportation while it has seen some softness in Resource Industries and Construction Industries In terms of sales which matters most as we try to figure out what the report will be like C,3,2023-10-23,1,0.9218,-0.42857139795918586
96,96,New COVID variant can cause infection in those previously vaccinated - CDC,Inside COVID19 vaccine makers Hope vs hypeVaccine makers light up as COVID hospitalizations riseWHO names newly dominant EG5 strain as COVID variant of interestPfizers Unexpected Strength Bullish Case Emerges Amid New Covid19 WaveModerna Buy Before The Fall Covid19 WaveNovavax Faces Uphill Battle In Competitive Vaccine Market Analysis And Recommendation,490,2023-08-23,8,0.6124,-0.33333322222225925
97,97,Navigating The Choppy Waters: Unpacking Blackstone's Q3 Earnings Report,Investment giant Blackstone  recently unveiled its  revealing a challenging financial landscape that has raised eyebrows among investors The companys financial performance has not met consensus expectations with a 7 stock price drop following the announcement Feerelated earnings FRE andThe recent earnings report from BX released on 10192023 faced a negative response from investors as indicated by the over 7 fall in the companys stock priceThe reported issues although anticipated turned out to be more challenging than initially projected The company witnessed soft exits leading to a 26 yearoveryear decline in feerelated performance fees Furthermore realizations decreased by 8 against an already subdued fourquarter average and capital deployment fell significantly by 38 These trends point towards a continued bottleneck in the real estate sector and to a lesser degree in private equityIn terms of fundraising the firm reported 25bn mirroring the figure from the second quarter of 2023 However many of these inflows wont generate new management fees in the near termGiven this sluggish pace of activity it seems plausible that predictions for the fourth quarter and possibly for 2024 might need downward adjustments The lull in activity levels hampers immediate advancements and certain funds are experiencing delays in activating feesAnalyzing BXs thirdquarter earnings  we attributed the disappointing performance to a combination of global economic factors and external challengesThe third quarter of 2023 was a volatile period for global markets characterized by a significant rise in bond yields and a decline in most major equity indices We believe higher interest rates economic uncertainty geopolitical instability high fiscal deficits political dysfunction and labor unrest are all factors that impacted investor sentiment and created a challenging environment for Blackstone The current environment is less conducive to realizations leading to a strategic decision to sell lessSchwarzman BXs CEO pointed to the strength of the economy but noted a noticeable deceleration He suggested that the central banks actions would eventually cool the economy leading to a more accommodative stance from the Fed and an easing of the cost of capital These changing economic conditions are expected to impact Blackstones financial performanceDespite the challenging period Blackstones diverse portfolio which includes over 70 distinct investment strategies helped the firm navigate the volatile environment Particularly the credit businesses thrived due to higher base rates and challenges faced by traditional lenders This segment saw a notable 144 appreciation over the last 12 months and 46 in the third quarter aloneIn the QA section of the call the discussion primarily revolved around the possibility of maintaining doubledigit FeeRelated Earnings FRE growth in 2024 the impact of sustained high interest rates on real estate and private equity and the future of fundraisingThe CFO remained cautiously optimistic about sustained doubledigit FRE growth highlighting several factors that contribute to this outlook He pointed towards the activation of various funds and stable management fee revenues as key drivers of future growth However the lack of specific guidance for 2024 leaves room for uncertainty and speculation in our viewThe firms President and COO provided some reassurance about operating in a highinterestrate environment He emphasized that the companys core strategy of improving management and allocating capital in the right way can generate higher returns regardless of increased borrowing costs This perspective is encouraging but we believe the current environment is unprecedented in BXs historyOn fundraising the management expressed confidence in the strength of their brand and track record particularly in attracting investors in the insurance and reta,2,2023-10-20,3,0.9954,-0.35294116608996573
98,98,Comparing Median Household Income Estimates And Visualizing Trends,When the US Census Bureau released its annual estimate for  on 12 September 2023 it confirmed something weve  for the past year The relationship between average personal income and median household income hasIt also solved a challenge we had because we didnt have enough data to quantify that change until the report was issued But since we now have it lets get to itPolitical Calculations  for estimating median household income on a monthly basis  The following chart reveals how its estimates compare with those of other sources including the US Census Bureaus annual estimates through the 2022 calendar year The chart also indicates how we and other sources for median household income data have revised our respective estimates over timeBecause medianSentier Research however closed up shop after reporting its median household income data for December 2019 After they shut down only two sources were left to provide monthly estimates of this demographic factor the  and  Both the Atlanta Fed and Political Calculations developed models to estimate median household income which have periodically been revisedThe chart shows the Atlanta Feds estimates in green and Political Calculations in red The dotted data series for each represents old estimates that have since been superseded and replaced by new estimates that are shown as solid lines As you can see both the Atlanta Feds and Political Calculations revised models are in close agreement with each other The Atlanta Feds last model revision took place about a year ago ours is taking place nowWeve been waiting for the Census Bureaus September 2023 release of 2022s annual median household income data because it provides enough data uncomplicated by data collection issues associated with 2020s coronavirus pandemic to update our modeling based on the relationship between average personal income and median household income After we got the data we were able to determine the previous trend that began in March 2015 does not hold past March 2021 after which the deviation between our estimates and the US Census Bureaus annual surveybased estimates grows larger with time with our estimates running to the high side of themSince the relationship between trailingyear average personal income and median household income is linear we could take advantage of it to determine when the transition from old relationship to new relationship occurred which ultimately tracked back to March 2021 as the break between old and new trends The following chart shows those relationships adding the new trend to the two that preceded itWe tried to track down the Atlanta Feds explanation of how they modified their model which had been increasingly falling out of sync with the Census Bureaus annual estimates to the low side over time before it was revised but came up empty They have however provided some explanation of how they produce their estimates in the Frequently Asked Questions for their For our modeling however we can use the strong relationship that existed between average personal income and median household income from March 2015 through March 2021 as a counterfactual or rather a reasonable projection of what median household income would be had the relationship continued Since this article is long enough already well take advantage of that property in the very near future in looking at how different our estimates are for median household income from our previous estimates from March 2021 through July 2023US Bureau of Economic Analysis Table 26 Personal Income and Its Disposition Monthly Personal Income and Outlays Not Seasonally Adjusted Monthly Middle of Month Population  Last Updated 31 August 2023 Accessed 31 August 2023US Bureau of Economic Analysis Table 26 Personal Income and Its Disposition Monthly Personal Income and Outlays Not Seasonally Adjusted Monthly Middle of Month Compensation of Employees Receive,0,2023-09-20,3,0.9513,-0.11111109876543349
99,99,Former Trophy Properties Have Become An Achilles' Heel For REIT Park Hotels & Resorts,REIT Park Hotels  Resorts  is schizophrenic  some of their resorts are doing very well but some of their urban hotels face a bleak future These former trophy urban hotels in San Francisco and New York are worth a fraction of theirStarting with what I consider a major negative for this REIT  share repurchases I know some investors just love stock repurchases but I am absolutely against them especially for a highly leveraged company Park has a junk bond rating of B from SP and has 3765 billion in debt afterIn March 2022 for example they repurchased 3409949 shares with an average price of 1799 and in May 2022 they repurchased 8542542 shares with an average price of 1833 This compares to the latest price of just under 12 The repurchase of almost nine million shares so far in 2023 was somewhat higher than the latest PK market price All the 2023 repurchases were done in Q1 and they did not repurchase any shares under the February 2023 300 million repurchase program which still has 225 million left for future repurchases in Q2 The reality is not only are there effective losses on these repurchases but the repurchases weakens their balance sheet because shareholder equity is reducedWe just survived a major financial disaster caused by Covid19 mandated closures Companies need to take a much more conservative approach in my opinion in structuring their balance sheets because there is still the potential for another mutated virus in the future that could cause economic instability In addition interest rates soared during the time period that they were repurchasing stock which could result in them having to refinance their debt at maturity at much higher interest ratesMany of their properties are in urban areas and are experiencing serious economic problems such as homelessness store thefts and migrant housing San Francisco is indicative of their problems In June Park elected to stop paying interest on a 725 CMBS loan secured by the Hilton San Francisco Union Square 1921 rooms and Parc 55 1024 rooms They will be handing over the keys to the mortgage holders later this year but the operating results for these two properties will still be reported on their various financial filings for 2023According to their latest 10K the book value for their Union Square hotel was 340 million 499 million minus 159 million accumulated depreciation and 442 million for Parc 55 542 million minus 100 accumulated depreciation The 782 million total is more than the 725 million CMBS loan which implies the GAAP accounting values overstated the actual market value since they are willing to give the properties back to the mortgage holders This is no surprise given what is happening in that area of the city and their 2Q 2023 occupancy rate for all four San Francisco properties was a bleak 577The fact that many PK investors were happy they stopped paying interest and were letting the mortgage holders just take the property reflects the very troubling state of affairs for hotel owners in large urban areas These were once trophy properties and now they are effectively liabilities because a number of their financial metrics such as debt to EBITDA and interest coverage will actually improve when these two properties are eventually removed from Park Hotels  Resorts booksOn the bright side they are expecting to pay a 1625 million special dividend from the aftertax gain on these properties according to a footnote in their  page 8 This implies a special dividend of approximately 075 per PK share I am assuming that because assets are depreciated at an accelerated rate for income tax purposes compared to GAAP rates there are significant taxable income gains instead of a modest loss under GAAP The tax on this gain will be partially offset by using part of their 400 million net operating losses  NOLsI dont think PK investors fully understand the potential future negative imp,47,2023-10-16,3,0.9939,-0.4999999750000012
100,100,$100 Oil Is Only The Beginning,Saudi Arabia is OPECs de facto leader  established to exert maximum market influence The Kingdom primarily does what it likes and the subservient OPEC members eventually follow For instance the Kingdom recently announced that it would cut oil output by  and warned that the supply cuts could deepenSaudi Arabias supply cuts are part of a longterm effort to elevate oil prices in partnership with Russia While Saudi Arabia cuts by 1M barrels daily Russia will continue its 300000 daily production cut Russia is the third most significant oil producer globally responsible for roughly 12 of global oil output in 2022 Additionally Russia is the undisputed leader in the CIS former soviet republics block which accounted for roughly 15 of global oil production in 2022Additionally Russia faces difficulties due to its ongoing conflict in Ukraine and increased isolationism and alienation from the West Therefore these oil exporting juggernauts must maintain a relatively high oil price and should continue implementing strategies to keep oil prices heading toward 100 and possibly higher beyond thatFurthermore there are continuous threats to production disruptions in the Middle East Iraq is the third most significant oil exporter globally and is a perpetual hotbed for unrest and instability Additionally Iran remains a substantial producer and exporter and may face additional sanctions due to its destabilizing policies and directindirect involvement in various conflicts in the Middle EastThe Middle East has the most dominant market position in proven oil reserves Moreover we see Saudi Arabia Venezuela Iraq Iran and other OPEC nations sitting on oceans of black gold Russia has a significant 62 portion which could increase due to its enormous untapped and underexplored landmass The US only has 4 of the proven global reserves limiting its influence in the oil industryEurope the US and the West have minimal oil reserves and are primarily net oil importers Therefore much of the pricing power is with Saudi Arabia Russia and OPEC as these nations produce far more oil than they use They can keep oil prices low for their domestic markets while constricting supply to increase prices for the export market primarily to the US Europe and other Western markets Due to the OPEC agreements their oil production is expected to fall by an average of  this yearDespite America being a net oil importer and not having the most outstanding reserves or the best relations with the top oil exporters the US has the best oil companies in the world USbased highquality oil companies have some of the most extensive expertise professionalism and advanced technologies required to locate extract refine ship and sell oil globally Therefore the US oil companies make the global oil world spin and they should benefit from the higher oil prices as we move forwardSome of my top picks in the oil and energy space include Take advantage of the  and receive this limitedtime  with your subscription  and start beating the market for Victor Dergunov is an independent investor and author with 20 years experience He preaches diversification and shares investment ideas across all market sectors Victor aims to help readers build portfolios that perform well in all economic conditions  I am long a diversified portfolio with hedges Past performance is no guarantee of future results No recommendation or advice is being given as to whether any investment is suitable for a particular investor Any views or opinions expressed above may not reflect those of Seeking Alpha as a whole Seeking Alpha is not a licensed securities dealer broker or US investment adviser or investment bank Our analysts are third party authors that include both professional investors and individual investors who may not be licensed or certified by any institute or regulatory body,35,2023-10-12,4,0.9508,-0.5999999600000027
101,101,SuRo Capital Bets On Greater Diversification As Discount To NAV Remains Sticky,SuRo Capital Corp  is an equityonly business development company with a portfolio built from highgrowth technology startups across a range of investment themes from EdTech to Fintech and marketplaces Whilst the BDC occasionally pays out dividends its current returnIve always been muted on SuRo with BDC investors able to gain venture exposure through venture debtfocused BDCs like TriplePoint Venture Growth  or Runway Growth Finance  which currently pay dividends of 17 and 14 respectively SuRo last paid a dividend of 11 cents per share in the first quarter of 2022 with these suspended since then As a business development company SuRo is required to distribute 90 of its income to shareholders to be exempt from federal taxesHence this means a variable dividend policy thats driven by the oscillations in value and subsequent exits across its equity portfolio As to whether SuRo is now a cautious buy on the back of the discount will depend on the outlook of growth for its most material investment positions We truly live in the age of the macro with stock volatility for the most part this year primarily driven by external factors Whether inflation the banking crisis the IsraelHamas war the RussiaUkraine war or a government shutdown 2023 has brought one of the most marked periods of instability in decadesAgainst whats a growing specter of a 2024 US recession and broader macro risks SuRo looks like it has been taking some measures to reduce its risk profile As of the end of the second quarter SuRo held positions in 37 companies with an aggregate fair value of roughly  The BDC also had  in cash and shortterm US treasuries around 38 of gross assets The BDCs NAV per share ended the second quarter at 735 around 135 lower than its guidance for the third quarter 168 million worth of investment activity saw SuRo take a position in three new companiesLearneos percentage position within SuRos portfolio is now down from 308 in the first quarter to 203 The BDCs top five portfolio company investments also accounted for roughly 51 of its total portfolio at fair value down from 59 in the first quarter The BDC is chasing diversification whilst keeping AIbased edtech platform Learneo as its largest position Fintech has also become SuRos largest investment theme at 353 of its portfolio from 298 in the prior first quarter The BDC is set to report a portfolio of 39 companies when it announces its thirdquarter earnings with the addition of another two investmentsSuRo generated a secondquarter total investment income of  up 539 over its yearago comp and a small beat on analyst consensus Net investment loss was 38 million around 015 per share and up from 012 per share in the yearago period SuRos net realized loss on investments was higher at 133 million around 051 per share These seem like solid companies but equity valuation is driven by sentiment which has trended down with public peer comp for the private companies within SuRos portfolio mostly trending down through 2023Shareholders should be on the lookout for the performance of PSQ Holdings  a marketplace of patriotic businesses and consumers This was the company that Colombier Acquisition Corp a special purpose acquisition company thats SuRos second largest investment position closed its business combination with Performance since then has been poor with PSQ losing almost 50 of value from its 10 SPAC reference price Im most excited about its small position in AltC Acquisition Corp a SPAC that is set to take small modular nuclear reactor startup Oklo public Critically higher for longer aggregated with a turbulent global environment will keep investor sentiment muted For venture exposure Id look at BDCs focused on investing through debt This might have to be swapped only once rates start falling   Past performance is no guarantee of future results No recommendation or advice is being,15,2023-10-20,1,0.7461,-0.5714285306122479
102,102,S&P 500 Rises As Prospects For More Rate Hikes Recede,The SP 500  rose 1 during the fourth and final week of July 2023 The index closed out the trading week at The major marketmoving news event of the week was the FederalInstead after watching the Fed hike the Federal Funds Rate to a target range of 525550 the CME Groups  now projects no future rate hikes through April 2024 six weeks longer than  the Feds meeting The FedWatch Tool then anticipates a series of quarterpoint rate cuts willThe  to the alternative futures chart shows the trajectory of the SP 500 is consistent with what the  predicts it would be if investors were focusing their forwardlooking attention on either 2023Q4 or 2024Q1 Although theres very little difference between the alternate future trajectories projected by the model well assume investors are looking ahead to the fourth quarter of 2023 until we have more evidence to indicate otherwiseWe use the Federal Reserves regularly paced announcements of how it will set the Federal Funds Rate as calibration events to determine the value of the multiplier  for the dividend futuresbased model Since 9 March 2023 weve observed the value of the multiplier is approximately 15 which continues to hold after the Feds July 2023 announcementOther stuff happened during the week to affect the trajectory of stock prices in the US Heres our summary of those marketmoving headlinesThe BEAs first estimate of real GDP growth in the second quarter of 2023 came in at 24 in line with the final projection of the  That tool is now looking at the current quarter of 2023Q3 where its first estimate of the real GDP growth rate is 35 The summary bullets for this article were chosen by Seeking Alpha editors,0,2023-08-01,3,0.7717,0.0
103,103,Dividends By The Numbers In July 2023,July 2023s dividends started off the third quarter of 2023 the way  ended the second quarter UnimpressivelyTheyre also raising more questions than they answer Its like using the Webb Telescope to Its not the number of dividend decreases that makes it that way While more US firms announced reduced dividend payouts for their shareholders than in the previous month the overall number remains well below the threshold that signals recessionary conditions are clearly afoot in the US economyInstead its the number of firms that are announcing dividend increases that is indicating things arent quite as good as the rising trend for stock prices suggests Or rather its the absence of more dividend hikes being announced thats signaling things arent quiteYou can see what we mean in the following chart which shows all the monthly data Standard  Poors has for dividend increases and decreases going back to January 2004 July 2023s number of dividend increases is at a level that has previously been associated with either distress or recession affecting the companies that make up the US stock marketThe following table presents SPs dividend metadata for July 2023 summarizing how the months dividend data compares in both MonthoverMonth MoM and YearOverYear YoY terms with previously reported data The YoY data is where the notable decline in the number of dividend increases stands out in this months dataOur sampling of July 2023s unfavorable dividend actions includes 14 of the 23 announced reductions with the oil and gas industry representing the highest share of any industrial sector for the monthThe number of these firms however falls within the  we expect for the industry given both how the price of oil has changed in recent months and that most of these firms pay variable dividends Heres the short list  clicking the links for the firms names will take you to our source indicating the reduced or omitted dividend for itOf these firms we suspect but havent confirmed that s dividend reduction may be related to its  of Phinia  as a separate company Or rather its not evident from the companys  if thats indeed the case while Phinia itself  if it will pay a dividendStandard and Poors SP Market Attributes Web File  1 August 2023 The summary bullets for this article were chosen by Seeking Alpha editorsEditors Note This article covers one or more microcap stocks Please be aware of the risks associated with these stocks,0,2023-08-02,1,-0.3667,-0.636363578512402
104,104,S&P 500 Sits Around Looking For Direction,If investors in the SP 500 Index  were looking for direction from the newstreams for how to shape their portfolios they didnt find much to influence themThats despite Friday 15 September 2023 being a Without much news to motivate them the index pretty much just sat around mostly trading within 11 of where it closed the week before The SP 500 wrapped up the week at  down 016 from where it closed the week beforeFor the  to the s alternative futures chart we find the index dipped just enough to move into the lower half ofAs far as dividend futures are concerned 2023Q3 came to an end on Friday 15 September 2023 and we are now in 2023Q4 Well continue updating the 2023Q3 alternative futures chart for another two weeks however before we roll the chart forward to show 2023Q4Meanwhile heres what passed as marketmoving headlines during the week that wasThe CME Groups  showed little change in the past week It continues to show no rate hike when the Fed next meets on 1920 September 2023Q3After which the tool projects the Fed will hold rates steady until 12 June 2024Q2 which is expected to mark the first of a series of quarterpoint rate cuts continuing at six to twelveweek intervals through the end of 2024The s forecast of annualized real growth rate during 2023Q3 is 49 falling from last weeks prediction of 56 growth The summary bullets for this article were chosen by Seeking Alpha editors,0,2023-09-18,8,0.7096,0.0
105,105,TORM: The Comeback Is Unfolding,You are reading my 4th article on TORM plc   one of the worlds largest transporters of refined oil products operating in various vessel segments from Medium Range to Long Range 2 tankersI first wrote aboutToday Id like to update my coverage again as the tanker transportation market is changing quite dynamically and the TORM reported its strongest performance ever building on a strong 1st quarter They achieved a TCE of 308 million with an EBITDA result of 237 million with a margin of 616 vs 453 last year After adjusting for unrealized gains EBITDA increased by 23 to 199 million and profit before tax increased by 72 to 184 million compared to Q2 FY2022As the management noted during  TORMs return on invested capital amounted to 339 in Q2 vs 227 last year and its balance sheet remained strong with a net LTV ratio of 29 and available liquidity of 497 million The board of directors approved a dividend of 15 per share based on the second quarter results TORM has taken delivery of several vessels and entered into collaborations to enhance their fleets performance They mentioned The executives emphasize the importance of the product tanker order book which is currently at 10 of the fleet Its spread across 35 years of deliveries translating to a relatively low annualized growth rate any new orders wont be delivered before 2026 This implies that the market may not see significant new supply in the near term supporting current ratesSo the financial outlook for the remainder of FY2023 was bullish so to speak as TORM expects significant earnings day coverage at favorable rates As of August 14 2023 the company had already secured 72 of its fullyear earning days and 74 of its Q3 earning days While these rates provide a foundation TORM acknowledges the potential for market rates to vary significantly given the low visibility of unfixed TCE rates Their outlook for FY2023 anticipates TCE in the range of 10501175 million and EBITDA ranging from 775900 million These projections reflect the current fleet size considering vessel acquisitions and divestmentsI like to check managements statements for realism by comparing their forecasts with thirdparty research and if were talking about shipping BIMCO analysts whose research is regularly publicly available are one of the leading representatives of independent opinion as far as I know Analyst Niels Rasmussen updated  pointing to a serious imbalance of supply and demand in this marketWhile time charter rates are below their late 2022 peak they are still well above 2022 levels and used vessel prices have increased underscoring the strength of the market and positive future expectations Given the limited supply growth expected in 2024 and rising cargo volumes BIMCOs outlook stayed optimistic However risks remain with Chinese demand and economic indicators playing a key role in shaping future market conditionsThe strength of the market can be seen in the latest data and in the behavior of fleet utilization  MR utilization rates are currently at alltime highs as of October 15From this I conclude that TRMDs internal outlook is close to reality and that the company will indeed be able to achieve its projected EBITDA of 8375 million for FY2023 the midrangeJust like a few months ago Seeking Alphas Quant System which  of picking promising stocks gives TRMD stock an  which is absolutely solidAt the moment TRMD is trading at about 4x of next years EVEBITDA Is that a lot or a little In absolute terms that looks cheap But compared to the rest of the industry its slightly above averageIn terms of dividend yield however TRMD outperforms its peers although its doubledigit FCF yield is the smallest of allGiven its huge dividend yield TRMD still appears to be a fairly cheap option among clean tankers and as the positive trends in the industry continue I expect that dividend yie,19,2023-10-22,1,0.9902,0.7894736426592819
