,Unnamed: 0,title,content,comment,date,category,vader_score,dict_score
45,45,DBE: Energy Investing In A Highly Volatile World,In March 2022 crude oil prices  rose to a fourteenyear high at over 130 per barrel After the US released unprecedented barrels from its Strategic Petroleum Reserve SPR prices fell below the 70 level The US SPR declined over 40 from over 600 million atThe bifurcation of the worlds nuclear power began in early 2022 when Russia and China formed a  alliance Russias invasion of Ukraine less than one month after President Xi and Putin shook hands made the world much more dangerousOn October 7 the terrorist attack on Israel ignited a war against Hamas The potential of a significant escalation involving Iran and its allies and the US and its allies is now a growing threatCrude oil is theCrude oil prices had risen since early May 2023 when the correction from over 130 per barrel in March 2022 reached a bottomThe November NYMEX crude oil future chart highlights the nearly 50 rally from 6350 per barrel on May 4 to 9503 on September 28 Crude oil rallied as OPEC cut production citing Chinese economic weaknessThe rally ran out of upside steam at just over 95 per barrel falling to 8150 on October 6 The October 7 terrorist attacks in Israel ended the correction and crude oil was back above the 88 per barrel level on October 19 War in the Middle East caused supply fears for the energy commodity that powers the worldSince 2016 when crude oil prices fell below the 30 per barrel level Russia has cooperated with the international oil cartel coordinating production policies and turning OPEC into OPEC Over the past seven years production decisions have resulted from negotiations between Riyadh Saudi Arabia and Moscow Meanwhile the Biden administrations policies addressing climate change by supporting alternative and renewable fuels and inhibiting US fossil fuel output and consumption handed pricing power to the cartel Cool relations between Washington and Saudi Arabia and the incendiary relationship between Washington and Moscow have only increased OPECs desire to keep oil prices highSaudi Arabia needs an 80 per barrel oil price to balance its domestic budget Russia depends on oil revenues to fund its ongoing war in Ukraine Moreover Russia uses commodity production as an economic weapon against countries supporting UkraineThe US used its SPR to reduce oil prices after Russias invasion pushing prices over 130 per barrel When prices fell to the administrations 6772 target range the Department of Energy only purchased four million barrels after selling more than a quarter of a billion since early 2022 With oil prices heading higher and the US SPR at 3513 million barrels the US has far fewer barrels to address rising oil prices than it did in March 2022Aside from crude oil and oil products natural gas prices have recovered from the April 2023 lowThe continuous NYMEX natural gas futures contract illustrates the rise from 1946 in April 2023 to the most recent 3471 per MMBtu high At just under the 3 per MMBtu level on October 19 the bullish trend of higher lows and higher highs remains intact as the peak winter demand season is on the horizon European natural gas prices rose to alltime highs as the continent depends on Russian pipelines and supply fears gripped the energy commodity in March 2022 European prices dropped after last years warmerthanaverage winterLast years warm winter is no guarantee the 20232024 winter will be the same US natural gas now travels by ocean vessels to regions where prices are higher The rally in European markets caused US natural gas futures to rise to a fourteenyear high at over 10 per MMBtu in August 2022 before correcting The upcoming peak demand season in the US and Europe could cause natural gas prices to rally with plenty of upside room from the current levels to the 2022 highsMarkets tend to reach peaks and bottoms at levels that exceed rational logical and reasonable fundamental analysis The odd,4,2023-10-19,1,-0.9861,-0.8181817438016598
46,46,Legendary Investor Says Buy Commodities: Our Top Picks,Legendary investor Jim Rogers  sounded the alarm bells for investors on the dollar and advocated investing in commodities In this article we will explore the key points raised by Jim Rogers share our own thoughts and also share a few of ourJim Rogers based part of his bullish outlook on commodities on the dire state of the United States financial health stating that the nation has become the largest debtor nation in the history of the world The alarming level of US debt has raised questions about the nations economic stability moving forward and Rogers emphasized that no nation in history has amassed such debt without negative consequencesHe pointed to historical cycles noting that no currency hasStill with the US government saddled with debt it is inevitable that eventually the dollar will have to be devalued and ultimately face its demise as the worlds reserve currency This paints a bullish picture for real assets like commodities which tend to hold their value over long periods of time particularly relative to fiat currenciesIn addition to the inevitable demise of the dollar there are other macroeconomic reasons to be bullish on commodities For example Mr Rogers pointed out that many asset classes globally appear to be overvalued Stock markets worldwide are hovering near record highs bond markets are only now just beginning to unwind their massive bubble that formed due to historically low interest rates and real estate markets in numerous countries are showing signs of being in a bubble phase as well Amidst this backdrop of inflated assets commodities  particularly precious metals  stand out as undervalued assets right now As a result Rogers stated that commodities are currently the cheapest asset class he knows with silver and sugar in particular remaining significantly below their historical peak pricesAnother reason to be bullish on commodities ranging from agricultural products to silver to copper to energy is that the demands for these products is expected to soar in the coming years for a variety of reasons yet production of these assets has been  inWhen combined with the rapid economic development taking place globally with the relentless advance of technology and the overall growth of the global population the demand for commodities has never been greater even as its production appears to be laggingBeyond the macroeconomic factors there are also geopolitical catalysts for commodities In times of economic turmoil and geopolitical unrest precious metals like gold and silver tend to outperform traditional stocks With the possibility rising of a significant global conflict involving the worlds largest economies the United States China and Japan as well as possibly other major economies like South Korea Great Britain France and Germany and major commodity suppliers like Russia Iran Saudi Arabia Canada andor Australia the appeal of these safehaven assets could intensify in the coming yearsSuch a conflict  especially if it involved the semiconductor production capital of the world Taiwan  could have farreaching economic implications with estimates suggesting immediate damages of 26 trillion and potential global depression In such a scenario the confidence in the US dollar might erode rendering gold and silver even more attractive as safehaven assetsAdditionally commodity supply chains could be significantly disrupted causing the prices of commodities like food energy and even copper and other industrial metals to soarWith so many potential tailwinds for commodities right now and their valuations in general not appearing to be in any way at bubble levels the riskreward profile for the sector is generally quite attractive With that said how should investors consider gaining exposure to the sectorOne popular approach is through exchangetraded funds or ETFs Some of the most popular ones includeWhile there are a plethora of other comm,29,2023-10-13,1,0.9925,-0.36363634710743875
47,47,"Forget MPLX, 3 Reasons To Buy Enterprise Products Partners Instead",MPLX  and Enterprise Products Partners  are both investment grade high yielding midstream businesses that have impressive track records of growing their distributions through good times and bad while also delivering very attractive longterm totalSince MPLX went public it has delivered total returns that have totally crushed those of the broader midstream sector EPD has also significantly outperformed AMLP over the long termThat said when comparing EPD with MPLX EPD emerges as the clear winner in terms of which is the better riskadjusted buy right now Here are three reasons whyEPD beats MPLX in this category hands down as evidenced by its sectorleading A credit rating compared to MPLXs BBB credit rating EPDs leverage ratio of 30x isAdditional metrics that support EPDs edge in this category are its robust 4 billion in liquidity substantial free cash flow generation net of distributions weighted average term to maturity on its debt of nearly 20 years including over half of which is termed out to 30 yearsMeanwhile while MPLX lacks the impressive debt maturity calendar that EPD has it is still expected to generate between 1214 billion in free cash flow net of distributions annually through 2027 and sums to only 1 billion less than the amount of debt that MPLX has maturing over that period As a result it is well positioned to soften the blow to its interest expense that may come from having to refinance debt at higher interest ratesAs a result we can conclude that both businesses have strong balance sheets but EPDs is still head and shoulders above MPLXsBoth businesses have strong and stable business models overallMPLX manages midstream energy infrastructure assets across two main segments 1 Logistics and Storage and 2 Gathering and Processing Their operations include handling natural gas natural gas liquids crude oil and other hydrocarbons They also transport products in the MidContinent and Gulf Coast and have terminals for refined petroleum As a subsidiary of Marathon Petroleum Corporation  MPLX is uniquely positioned near Marathon refineries often serving as their exclusive provider This strategic location poses barriers for competitors Furthermore MPLXs longterm contracts with Marathon ensure stable cash flow making it resilient in the face of broader industry and macroeconomic fluctuationsEPDs toptier portfolio is diversified by asset energy type and geography with four key business segments 1 NGLs 2 Crude Oil 3 Natural Gas Pipelines  Services and 4 Petrochemical  Refined Products Services Its integrated business model and strategically located assets offer significant competitive advantages presenting numerous opportunities for highreturn investments and synergistic acquisitionsEPDs asset portfolio is overall better than MPLXs in our view as it has connections to every major US shale basin and owns strategically located export facilities out of the Gulf Coast Moreover its comprehensive NGL network offers unparalleled access to Mont Belvieu While MPLXs portfolio is also pretty good  especially its refining and Appalachiabased gathering and processing assets  it still lacks the strategic depth and breadth that EPD hasMoreover its larger scale and geographic and asset diversity give it access to more high returning low risk growth investment opportunities as well as bolton acquisitions EPDs diversified operational footprint spanning natural gas liquids crude oil natural gas and petrochemicals offers a balanced and resilient earnings profile In contrast MPLX is more concentrated geographically has greater tenant concentration risk and lacks the petrochemical exposure that EPD enjoys As a result we see EPD as having a more promising longterm growth profile compared to MPLXAnother big reason to favor EPD over MPLX is that EPDs insiders own a significant 32 of the companys equity This substantial stake not o,89,2023-10-23,8,0.9984,0.5199999792000009
48,48,Taiwan Semiconductor likely to receive waiver from Chinese export control curbs,Taiwan Semiconductor  said it expects to receive a waiver from the US to give its operations in China with semiconductor equipment on an indefinite basisWe expect to receive a permanent authorization through the validated enduser process the company The company was told by the US Department of Commerces Bureau of Industry and Security to apply through the program in an effort to allow the company to receive exports without separate approvalsTaiwan Semiconductor  shares were up fractionally in premarket trading on FridayOn Thursday Taiwans Economy Minister Wang Meihua  the country was still awaiting to hear whether Taiwanese chipmakers will be granted a waiver extension to supply chip equipment to their factories in ChinaTaiwan Semiconductor   a oneyear waiver in October 2022 after the Biden Administration  rules that said companies seeking verification to sell to China would be faced with a presumption of denial standard on national security concernsThe White House has recently  giving China an additional warning that it will update its rules on export controls for semiconductors and semiconductor equipment a decision that could help stabilize the relations between the two countries,2,2023-10-13,6,0.91,-0.33333322222225925
49,49,Taiwan Semi may start advanced production at second Japanese plant; country awaiting waiver extension,The worlds largest semiconductor foundry Taiwan Semiconductor  is reportedly looking to ramp up additional production in Japan even as its home country is still awaiting word of a potential waiver extension from the US regarding Chinese exportsBased inThe Japanese government is reportedly considering roughly 6B in subsidies for the plant which could have a total cost exceeding 7B the news outlet addedIn July it was  Taiwan Semiconductor  was getting ready to start construction of a second factory in Japan in April 2024Taiwan Semiconductor  is already building a wafer fab plant in Kumamoto Japan with the multibillion plant having been announced in November 2021 Production at the first Kumamoto factory is expected to start in December 2024The global foundry makes chips for a number of clients around the world including Apple  Nvidia  Qualcomm  AMD  and othersTaiwan Semiconductor  shares  in midday trading on ThursdayThe news comes as Taiwans Economy Minister Wang Meihua said the country is still awaiting to hear whether Taiwanese chipmakers will be granted a waiver extension to supply chip equipment to their factories in China Whether it will be the same treatment as Samsung and SK Hynix its up to the announcement from the US government Wang told reporters according to Taiwan Semiconductor   a oneyear waiver in October 2022 but Wang said on Thursday that well have to see whether the US government will further loosen the measures It was  earlier this week that Taiwan Semi  could be granted a waiver extension for its Chinese operations but that vital tech upgrades could prove difficultSamsung  and SK Hynix were recently granted waivers to buy the equipment they require to maintain and expand their large chipmaking operations in China South Koreas presidential office said in a In October 2022 the Biden Administration  rules that said companies seeking verification to sell to China would be faced with a presumption of denial standard if they produce DRAM chips below 18 nanometers above 128 layers for NAND chips and below 14 nanometers for logic chips and would have to apply for a licenseThe White House has recently  giving China an additional warning that it will update its rules on export controls for semiconductors and semiconductor equipment a decision that could help stabilize the relations between the two countries,8,2023-10-12,2,0.9636,-0.33333322222225925
50,50,Enterprise Products Partners: Get Paid To Future-Proof Your Portfolio,There are plenty of highyielding bargains on the market today but it pays to choosy as high interest rates remain a headwind for many overleveraged players that relied on a ZIRP zero interest rate policy to fuel their growthThatsIn this article I revisit the stock and discuss why it remains a Buy at present prices so lets get started EPD issues a Schedule K1Enterprise Products Partners is well known for being a juggernaut in theIn a higher for longer interest rate environment you would want to own moatworthy companies with steady and recurring income streams and strong balance sheets as in the case for EPD This is reflected by EPDs industryleading leverage ratio with net debt to EBITDA of 30x sitting far below the 45x generally considered to be safe by ratings agenciesThis has earned EPD an A credit rating from SP Considering EPDs current  longterm debt balance EPDs strong credit rating could save it anywhere from 274 to 411 million in annual interest costs over the course of refinancing its entire debt compared to lower rated peers This is based on a conservatively estimated 1 to 15 interest rate spread between A rated bonds versus BBB rated bonds For reference according to the Corporate Finance Institute the current spread between AA rated US Treasuries and BBB rated bonds is 3It appears that the market values this stability as reflected by the 95 rise in EPDs unit price since my last piece in November 16 total return thanks to distributions surpassing the 62 rise the SP 500  As shown below EPD has even outperformed the market since the start of the year despite the techrally in the techheavy index during this timeframeMeanwhile the durable and indemand nature of EPDs asset base continues to be evident as reflected by  records achieved during the second quarter including natural gas pipeline volumes NGL fractionation volumes and 119 million barrels of oil equivalent of total pipeline volumes While adjusted EBITDA did decline by around 200 million from the prior year period to 22 billion during Q2 that was due to weaker processing margins that is largely out of EPDs controlNonetheless EPD retains plenty of excess cash flow with a DCFtodistribution coverage ratio of 16x Over the past 12 reported months EPD has retained 33 billion in cash after paying the distribution For reference EPD purchased Navitas Midstream early last year for  This means that EPD has the capacity to make additional bolton acquisition if it so chooses without being reliant on external financingLooking ahead to Q3 results and beyond I would expect for EPDs adjusted EBITDA and margins to slightly improve considering the uptick in natural gas price since the end of June to close to 300 per mBtu as shown belowLooking out longer term EPD should benefit from increased LNG exports considering the lower cost of extracting and processing gas compared to crude oil According to the US EIAs Annual Energy Outlook 2023 US natural gas production and LNG exports are projected to increase by  respectively between the end of last year and 2050Moreover gas prices are not driven by OPEC and are highly competitive compared to crude prices This gives EPD competitive advantages in the world market due to having lower input costs in the production of ethylene a highly sought after chemical feedstock thats used for agricultureRisks to EPD include an accelerated transition to renewable energy that goes beyond what the US EIA is forecasting Other risks include fluctuations in natural gas prices and price competition from new potential sources which can compress EPDs margins and profitability Nonetheless EPDs strong balance sheet should enable it weather these types of headwinds and supposed safe renewable energy plays like NextEra Energy Partners  have taken a dive due to far weaker balance sheetsTurning to valuation I continue to see EPD as being a ,103,2023-10-17,7,0.9979,0.5999999600000027
51,51,Marathon Petroleum: Investing In The Fossil Fuel 'Supernova',The US oil and gas sector has faced significant volatility with littletono correlation to the SP 500 over most of the past three years The sharp rise in oil and gas prices in 2021 led by production cuts the year prior caused most inMarathon Petroleum has significantly outperformed the general energy ETF The crack spread has been abnormally high in recent years for various reasons It also rose rapidly over recent weeks due to refinery outages and a and diesel stockpiles Accordingly those two energy commodities have risen in value compared to crude oil which has also increased in recent weeks See belowThe gasoline spread has been generally elevated since the initial refinery issues in 2020 but has never returned to its preCOVID levels due to ongoing refinery capacity shortfalls The diesel spread was high last year due to the acute shortage of diesel fuel Although that spread declined considerably after it has begun to rise again due to signs that the deficit will likely returnIn my view the situation facing refining margins and profits on other downstream energy segments makes companies like Marathon particularly interesting today MPC is hovering around its peak value but trades at a lower forward PE of 69X indicating it could be discounted today Of course the downstream sector also faces economic technological and regulatory risks which could offset its significant pricing power and tremendous moat The company faces numerous complex factors however I believe its shortterm outlook is solid with decent potential over the coming years Of course the company will likely need to make more significant green energy transition investments in the long run Still those may never drive substantial profits for well over a decade Accordingly I expect MPC will benefit tremendously from the lack of investment in legacy oil and gas until thenMarathons earnings  to lower refining margins that quarter primarily driven by the low diesel crack spread In Q3 its earnings outlook is much stronger due to the recent spread improvement with both showing a strong upward trend However one of the companys major refinery plants will be  due to a recent fire pushing its capacity utilization down to 93 from 100 Of course this issue is a doubleedged sword because it contributes to the lack of available refining capacity pushing the crack spread higher Across the industry refinery capacity utilization is around 93 today a standard level but total capacity is still significantly depressed See belowThe decline in total refinery capacity is the primary reason for the increase in refining profits creating a chronic shortage of refined products due to a lack of production and high demand This was triggered by a large wave of refinery  Refinery shutdowns or production issues will likely continue to grow as no new refineries have  As the country looks to shift toward electric vehicles  due to the immense costs low projected lifespan of refining projects and increased regulatory burden outlookOne company is looking to build a  which will be completed in 2027 however it will not add much to total production 129 refineries I expect that project  and shortages The labor and materials shortage is a significant secondary issue limiting capacity expansion and utilization After that the sharp increase in interest rates limits these companies willingness to borrow money to expand and strongly encourages a return of invested capital This trend is evident in Marathon Petroleum which has slashed the CapEx budget despite high profits and substantially increased its cashflow returns See belowCash from financing are net cashflows from dividends stock buybacks debt repayments being negative and stock and debt sales being positive When compared to Enterprise Value 79B for MPC it gives us a true dividend yield for the company as a whole not just its equity That figure is cu,26,2023-10-24,5,0.9879,-0.3333333209876548
52,52,Occidental Petroleum: Q2 Results Prove Buffett Overpaid,After the close   reported disappointing  As long predicted analysts werent accurately predicting the return to lower earnings based on historical energy prices My  remainsAs energy prices fell over the last year our predictions have long centered on what sector companies produced back prior to the Russian invasion OXY went from a company happy to produce 2 to 3 in annual EPS to one where analysts have aggressively pushed annual profits topping the 4 rangeFor Q2 2023 OXY  the following large EPS missThe energy giant has now reported four consecutive quarters where the company missed EPS targets by a rather wide margin OXY has nowIn the last four quarters OXY has missed analyst estimates by at least 003 per share with an average miss of 013 Investors should carefully utilize the current estimates that appear far too aggressiveEnergy prices have dipped this year with WTI below 80bbl and natural gas now trading around 250mcf If anything the risk is for lower oil prices yet OXY made the falling statement on the earnings report about boosting production in the 2HOXY generated 1 billion free cash flow during Q2 but the company is very sensitive to oil prices WTI around 80bbl is usually a relatively high price for oil and the company has an 225 million cash flow sensitivity per 1bbl of oil to what could easily be lower pricesThe energy company saw average Q2 WTI prices of 7383bbl with nature gas realized prices at only 136mcf OXY could see some upside with current prices higher but the risk is for oil prices to head lower at some point normal of energy price cyclesWarren Buffett and    have aggressively bought OXY shares for years now The investment firm bought  towards the end of June to build a massive position at 224 million shares or 251 of the outstanding sharesIn our view OXY stock has been propped up on the expectation for Berkshire to continue purchasing shares The falling earnings would support lower stock prices yet Buffett has continued to buy shares when lower prices shouldve occurred with the constant EPS cuts  only reported a minor penny miss on  and   actually  by a whopping 025 All of these stocks have various amounts of oil and natural gas production along with a chemical business at OXY making comparisons somewhat difficult but the common theme is that other energy stocks are reporting better quarters and trading at lower forward PE multiplesThe numbers support that OXY is being propped up by the expectation for Buffett to continue buying shares The stock might avoid some of the downside risk for this reason but the upside potential appears very limitedThe key investor takeaway is that Occidental Petroleum Corporation reported another weak quarter The energy giant continues to trade at elevated levels due to the Buffett putThe stock trades at over 20x normalized EPS estimates of around 3 per share confirmed by the Q223 actual numbers Investors should avoid OXY at the current prices above 60 with the upside limited while other energy stocks offer far better valuesStone Fox Capital aka Mark Holder is a CPA with degrees in Accounting and Finance He is also Series 65 licensed and has 30 years of investing experience including 10 years as a portfolio manager  The information contained herein is for informational purposes only Nothing in this article should be taken as a solicitation to purchase or sell securities Before buying or selling any stock you should do your own research and reach your own conclusion or consult a financial advisor Investing includes risks including loss of principal Past performance is no guarantee of future results No recommendation or advice is being given as to whether any investment is suitable for a particular investor Any views or opinions expressed above may not reflect those of Seeking Alpha as a whole Seeking Alpha is not a licensed securities dealer broker or US investment adviser or inv,25,2023-08-09,7,0.9311,-0.3333333055555579
53,53,Petrobras: Why Lula Is Not A Threat,Going forward there are reasons to be optimistic about Petrobrass performance Back in December I published an on the company in which I noted that the political fears that were spreading at that time due to the election of Brazilian President Lula were mostly overblown as it was unlikely that the company would be fully nationalized or be forced to cut its dividends entirely As youll see shortly all of those fears havent materialized and only strengthened my bullish thesis especially after Petrobras managed to generate revenues along with earnings above the 2021 levels while its stock appreciated by 40 since the time my latest article was publishedAt the same time even though the dividend policy was changed last month it didnt really make Petrobrass stock a less attractive investment Under the new policy Petrobras is going to distribute 45 of its FCF as dividends to its shareholders down from 60 before This is not that big of a deal when compared to other oil and gas majors from the United States or EuropeOn top of that theres also a possibility that the oil prices will remain at the current levels as is likely to stick with its policy of cutting oil production so that the oil prices remain relatively high This would make it possible for Petrobras to continue to generate decent profits and reward its shareholders along the way Add to all of this the fact that international investors are becoming more about Brazils economy and accelerate the amount of foreign direct investments into the country and it becomes obvious that Petrobras has more than enough opportunities to try and exceed expectations in the current environmentTherefore by at 4 times its earnings and less than 1 times its sales Petrobrass stock remains a solid stock to own especially when we compare it to its American peers Lets not forget that   and   trade at over 10 times their earnings and the only major reason why Petrobras is not trading at those multiples is the markets fear that political risks could be too high for now However as Ive explained earlier so far the Lula administration hasnt posed any threat to the company and is unlikely to disrupt the businesss operations anytime soon Thats why as institutional investors become more optimistic about Brazils future Petrobrass shares have more room for growth as there are no major reasons to think why the company shouldnt trade at multiples similar to its American peersOn top of all of this even though the company is unlikely to generate the same returns that it generated in 2022 in the foreseeable future due to the normalization of the oil market and the stabilization of oil prices there are to believe that revenues and profits will be above the 2021 levels in the following years Add to all of this the fact that oil prices are likely to slightly rebound in Q3 and Q4 while UBS a 20 dividend yield potential for 2024 and it becomes obvious that Petrobrass additional 10 upside from the current levels is more than justifiedThe world is in disarray and its time to build a portfolio that will weather all the systemic shocks that will come your way  offers you exactly that No matter whether you are a beginner or a professional investor this service aims at giving you all the necessary tools and ideas to either build from scratch or expand your own portfolio to tackle the current unpredictability of the markets and minimize the downside that comes with volatility and uncertainty  for a  today and see if its worth it for you  Bohdan Kucheriavyi andor BlackSquare Capital isare not a financialinvestment advisor broker or dealer HesItsTheyre solely sharing personal experience and opinion therefore all strategies tips suggestions and recommendations shared are solely for informational purposes There are risks associated with investing in securities Investing in stocks bonds options exchangetraded funds mutual funds and money market f,148,2023-08-31,3,0.9728,-0.05882352595155729
54,54,"Valero: Despite Massive Strength, I'm Considering Selling (Rating Downgrade)",Its time to discuss an investment that has been with me since I started my current dividend growth portfolio in 2020 I bought  during the depths of the pandemic whenWhile I was unable to buy it at the bottom I was down more than 20 at some point the stock has turned into one of my best investments returning almost 200 excluding dividendsIm bringing this up because the company has gone from an underperformer with many issues and a high risk of dividend cuts to a company that is firing on all cylindersNot only is it benefiting from ongoing strength in gasoline demand favorable margins and past tailwinds that have resulted in a tsunami of cash but also newThe bull case has gotten so good that Im considering taking some money off the table  especially in light of potential economic issues down the roadIn this article I will share my thoughts and discuss the companys riskreward so investors know whats going on in my mindLets start with the bigger pictureThe chart below shows the relationship between the VLO stock price  below its alltime high and the ISM Manufacturing Index my favorite leading indicator for economic growthWhile the correlation is far from perfect we see that economic downtrends almost always result in steep losses for VLO investors Almost alwaysRight now VLO shares are up 16 yeartodate less than 4 below their alltime highMeanwhile the ISM Index has been below 50 the neutral line between growth and contraction for ten consecutive monthsDespite economic headwinds refining companies enjoy strong tailwinds that are mainly supplyrelatedEarlier this month  highlighted some of the biggest issues driving favorable refining marginsAccording to the article oil executives are seeing a critical issue of inadequate crudeprocessing capacity due to a lack of investment coupled with more frequent shutdowns as refiners prioritize higher margins and defer planned maintenanceThis pattern emerged during the APPEC by SP Global Insights conference held in Singapore The consequence of this situation is the heightened vulnerability of fuel prices particularly diesel and gasoline to abrupt fluctuations whenever unexpected outages occurFor example unplanned plant shutdowns have been occurring almost weekly in EuropeAccording to Bloomberg Frederic Lasserre global head of research  analysis at Gunvor Group Ltd makes the case that many refiners have delayed routine maintenance making them susceptible to unexpected technical glitches resulting in surprise outagesEspecially after the pandemic too much supply was offline which forced refineries to produce at elevated utilization ratesNot only is this an issue in Europe but stockpiles are tight in generalIn the United States inventories for finished products are dropping faster than expectedTo make things worse Russia is increasingly using its energy leverageOn September 21  reported that Russia is temporarily banning exports of diesel in order to support domestic supplies This hurts Europe and global supply in general After all if one region sees a lower supply it needs to import from other regionsHaving said all of this instead of easing prices due to new postpandemic supply the situation remains tight pressured by outages persistent demand and new geopolitical issuesRefinery companies are winning big timeOver the past three years Americas two pureplay refinery stocks Marathon Petroleum  and Valero Energy are up 439 and 234 respectively I excluded Phillips 66  due to its massive footprint in chemicalsWith this in mind what do we make of VLO at these pricesIn the second quarter the company massively benefited from the aforementioned tailwindsIts refineries had a throughput capacity utilization of 94 capitalizing on tight product supply and strong product demand in the USThe company also started its Port Arthur coker which has the capability of adding up to 100 thousand barrels of cr,28,2023-09-26,3,0.9819,-0.22222221604938291
55,55,EMO: This CEF Has Strong Fundamentals And An Attractive Discount,ClearBridge Energy Midstream Opportunity Fund Inc  is a closedend fund that specializes in investing in various midstream corporations master limited partnerships and other energy infrastructure companies This makes this fund one of the few ways to easily include master limitedThus we can see that the ClearBridge Energy Midstream Opportunity Fund compares reasonably well to its peers in terms of yield This should prove to be at least satisfactory to most incomefocused investorsAs regular readers will likely recall we last discussed this fund in midSeptember although that article was exclusive to subscribers and trial members The  that I published on this fund publicly was released on May 17 2023 That was well before energy prices started to tick up in midJuly so there have obviously been quite a few changes to the market in which this fund primarily invests We can actually see this by looking at the funds performance which has been substantially better than the broader SP 500 Index  since that article was publishedThe difference becomes even more stark when we consider the fact that this fund pays out a substantially higher yield than the SP 500 Index which provides a boost to its overall investment return When we consider this distribution investors in the ClearBridge Energy Midstream Opportunity Fund have made 1226 over the past five months compared to 360 for investors in the SP 500 Index That is a pretty significant difference in results Fortunately there are some reasons to expect that this fund will continue to deliver very strong performance going forward although perhaps not quite that strongThere have naturally been other changes to this fund beyond simply the improvements in the macroeconomic environment that we need to discuss in this article Most importantly the fund released an updated financial report that we can discuss Therefore let us investigate and see if this fund could still make sense for an incomefocused portfolio todayAccording to the funds  the ClearBridge Energy Midstream Opportunity Fund has the primary objective of providing its investors with a very high level of total return This makes sense because this is a common equity fund which is immediately apparent in the fact that 9806 of the funds assets are invested in common equityAs I have pointed out in numerous previous articles common equity is by its very nature a total return vehicle After all investors typically purchase common equity because they want to receive an income in the form of dividends or distributions as well as benefit from capital gains as the issuing company grows and prospers with the passage of timeIn the case of midstream companies and partnerships a substantial portion of the investment return comes in the form of distributions and dividends We can see this by looking at the price return against the total return of the Alerian MLP Index  which primarily tracks midstream partnerships Here are the comparison figures for the past yearAs we can see the shares of the index fund only appreciated by 1193 but investors in the fund actually realized a 2131 gain on their investment This implies that just under half of the total return that midstream partnerships provided to their shareholders during the past year was in the form of direct payments In many years the percentage of the total return provided by the distributions is higher than this As such we can assume that a substantial percentage of the total return of the ClearBridge Energy Midstream Opportunity Fund will be in the form of distributions from its assets as opposed to simple equity price appreciationAs regular readers are no doubt well aware I have devoted a considerable amount of time and effort to discussing various midstream corporations and partnerships over the past several years These reports were published both on my Investing Group and on the main Seeking Alpha site As such most re,5,2023-10-10,7,0.9921,0.4999999750000012
56,56,Cautiously Bullish Oil,For the most part indicators of the physical market for crude oil remain relatively bullish  as they have been for much of this yearOn the term structure front both WTI andThe same can be said of diesel futures Through a combination of reduced Russian diesel exports reduced production of Saudi heavysour crudes which are generally easier to refine into diesel as opposed to gasoline and a number of other factors the diesel market remains incredibly tight and is certainly something energy bulls will want to see in addition to crude oil backwardationMeanwhile WTI calendar spreads represented The gasoline market on the other hand looks much weaker than that of diesel or crude oil as a whole The EIAs historically noisy estimates of gasoline demand suggest demand has been waning but whether this is a result of an oversupply or falling demand remains to be seen Regardless the market for gasoline is clearly far less favourable at presentWe can assess this by examining both the RBOB gasoline futures term structure above as well as looking at refined product crack spreads As we can see below gasoline crack spreads have moved materially lower over recent weeks while diesel and jet fuel cracks have held firmClearly the market for refined crude oil products is becoming increasingly bifurcated a dynamic which suggests to me the tight market for crude oil is more so being driven by the supply side rather than the demand sideSuch dynamics are beginning show up within refinery demand whose throughput and utilisation rates have largely trended back toward their seasonal averages Refiners are in a bit of a tricky spot at present having to decide whether to continue to refine at above seasonal rates to capture the higher diesel and jet fuel margins on offer and thus continue to oversupply the market with gasoline or to reduce runs thus reducing the amount of crude they consume This is why crack spreads provide such valuable insight into the state of the oil market After all refiners are ultimately on of the primary buyers of crude oilThus all else equal unless we see gasoline demand pick up and thus gasoline cracks firm it will be very difficult to see oil move much beyond the 95100 area in the near future particularly when European and Singapore gasoline cracks are also moving lowerThough as we have seen outside of gasoline the physical market remains strong and bullish overall for oil Other key differentials are confirming this dynamic with the DubaiBrent spread a proxy for AsiaChina oil demand continuing to trend lower overall and near parityWhile the various AfricaBrent crude oil differentials also remain strong This is an important relationship to track as West African crudes tend to be the first to sell offWhile the physical market overall looks to still be rather tight we are not seeing this translate into inventory draws to the same degree that we saw from August through September Indeed if we look at weekly changes in total crude and petroleum product inventories relative to their seasonal averages the picture has now turned unfavourable as we are seeing far more builds than drawsIn terms of commercial inventory levels overall total crude and petroleum stocks are more or less in line with seasonal averages Crude oil stocks on the other hand remain below seasonal averages as do diesel stocks The recent build in gasoline stocks is again reflective of the bifurcation between the crude market and the various refined products we are seeing at present For me to once again become uber bullish though I remain cautiously bullish persistent inventory drawdowns across the board would need to become the normIn terms of the outlook for supply and demand consensus forecasts continue to suggest we are likely to see the Q3 deficit continue through Q4 though to a lesser extent prior to the market returning to surplus at some stage during Q1 of 2024 Although such forecasts are fu,4,2023-10-23,1,-0.9944,-0.23076921301775286
