,title,content,comment,date,category
16,Capri Holdings gains amid speculation of a counter bidder,Capril Holdings   amid speculation that there may be a counter bidder for the handbag maker after it inked a deal for a sale to Tapestry  for 57 a shareTheres speculation that a European company may be evaluatingPast reports have indicated that Agnellis and Kering  had both held tak with Capri  prior to its announced deal with Tapestry  according to BetavilleTapestry  in early August struck a deal to acquire Capri Holdings  The deal will have a total enterprise value of approximately 85 billionThe deal will combine Coach Kate Spade and Stuart Weitzman together with Versace Jimmy Choo and Michael Kors,71,2023-10-13,2
17,REITs Vs. 5%+ Yielding Money Markets,We hear that question all the time over and over againWe dont blameBut we think that many investors are thinking about the REITs vs money markets debate all wrong right now There is far more to consider besides just the annualized yieldWe think that simply understanding this differenceLets say you have just received your first paycheck ever and are thinking about what to do with it The standard suggested order of destinations for that cash goes something like thisOf course there is a lot of nuance that we are skipping over here but this is the generally accepted order of what to do with your money according to personal finance expertsLets assume your income is more than enough to cover your living expenses and all debt you may have once had is now paid off except perhaps your home mortgage Many personal finance experts would now recommend building up a shortterm savings buffer outside a nonretirement account to cover any emergency expenses or normal living expenses in the case of a job lossMoney markets are ideally suited to act as this nonretirement emergency savings account Money markets are insured by the SIPC Securities Investor Protection Corporation for up to 500000 and they generally offer higher yields than FDICinsured bank savings accountsYounger people with stable employment can perhaps get away with only a few months worth of living expenses stashed away in a savings account or money market On the other end of that spectrum retirees may want to have a year or more of cash in money markets because of their lack of employment incomeThis is the value of a money market It provides stability as shares of money market funds are set at 1 And when the Fed raises its key policy rate the interest generated from money markets rises with itWhen the Fed Funds Rate is over 5 as it is now money markets will likewise yield over 5 During those times it can be tempting to view money markets as a better place to store ones incremental dollar than a REIT yielding say 45For virtually all of 2023 money markets have offered a higher yield than REITs represented below by the Vanguard Real Estate Index Fund ETF Shares But here it is vital to differentiate between  and If your shortterm savings are adequate for your goalsneeds then the better use of your incremental dollar is to apply it toward some sort of longterm investmentIn other words if the choices are money markets or REITs you would probably be best suited to put your incremental money toward REITs once your shortterm savings are adequateThe reason for this is simple a money markets yield is temporary while a REITs yield is ideally permanent and comes with growthWe can demonstrate this by comparing the dividends of a standard money market  the Vanguard Federal Money Market Fund Investor Class   to a standard REIT  Realty Income If you came across a stock paying a dividend this erratic and prone to huge swings most investors wouldnt touch it with a 10foot pole And yet when its a money market income investors seem not to think or care about the distribution variabilityWhen the Fed raises its policy rate the dividends from money market funds immediately go up starting the very next month But when the Fed lowers the interest rate money market dividends immediately go down with itOn the other hand Os dividend kept steadily rising over time even through the Great Recession of 20082009 and the COVID19 pandemic of 20202021Now you might accuse us of cherrypicking here After all many REITs had to cut their dividends during the Great Recession as well as during the COVID19 pandemicBut that is why we dont invest in REIT ETFs like the VNQ We literally  cherrypick what we view as the best REITs with the most total return potential andor dividend safety depending on ones goalsThe point here is that if you have done your due diligence and invested wisely the income investor ,3,2023-10-11,8
18,Private Domestic Sector Prints $113 Billion Surplus Pointing To Better Markets In October,The purpose of this article is to examine the US sectoral flows for September 2023 and assess the likely impact on markets as we advance further into October 2023 This is pertinent as a change in the fiscal flow rate hasThe table below shows the sectoral balances for the US which are produced from the national accountsIn September 2023 the domestic private sector recorded a surplus of 113B and this is a positive result and lifted financial balances in the private domestic sector by that amountFrom the table one can see that the 113 billion private domestic sector addition of funds came from a healthy 177 billion injection of funds by the federalThe chart below shows the sectoral balance data plotted in nominal terms The calculation is federal government spending or G plus the external sector X and usually a negative factor to leave that amount of money left to the private domestic sector or P an accounting identity true by definitionThe chart suggests that the SPXs next move would be for higher markets heading into October given that financial balances in the private domestic sector have risen in September by a substantial amount and all the change rates are positive and quite large month over monthThis simple model proved correct for last month where the SPX did indeed finish lower for the month than the month before The month before that was worse still and the model was correct on that basis as wellThe following chart emerges when one graphs the change rate of the information in the US sectoral balances table above and adjusts for impact time lags This is like a longrange market radar setThe blue line shows the fiscal impulse from federal government outlays plus bank credit creation and less the current account balance and leads by up to five quarters a year and three months Short term the financial aggregates and following covariant factors are rising into 2024 whereupon they come down sharply They come down so low in mid2024 that such a low has not been seen along the Xaxis of the chart and it goes back to 1980The change over the last month is that the 10year yield has risenThe chart below shows the fiveyear average of the seasonal stock market patterns for the SPX  NDX  Dow  Russell 2000  and Biotech  market indexes The black oval shows roughly where we are trading day 204 at the time of writing and the end of the green line on the chart belowThe fiveyear index averages call for a sideways movement from now trading day 204 at the time of writing into trading day 210 the last third of October and then rising markets up to about trading day 240 early December being the seasonal XmasNew Year rally Note that the overall trend is one of rising markets from left to right driven by overall positive fiscal flows in the order of a private sector surplus of about 17T or which about half of this flowed into the US private domestic sectorThe model was exceedingly accurate this month just gone and went exactly as predicted with markets helped down by negative news sentiment from the government shutdown nonsense and the war in the Middle EastThe table below shows the total federal government withdrawals from their account at the Federal Reserve Bank A withdrawal by the federal government is a receiptcredit for the private sector and therefore a positive for asset marketsThe table shows that total outlays were over 16 less than the previous month but still a strong 22TThe bottom panel highlights in red and green the financial relationship between the currency creator red area and currency users green area Ones loss is the others gain and vice versa the difference is that the federal government creates the money via its central bank while the private sector does not have this luxury Federal taxation removes spending power from the private sector but the federal government does not need the money as it can create ad hoc as much as it needs at any tim,236,2023-10-12,3
19,Trillion-dollar tech titans have added additional $2.4T in market cap in past year,Apple Sept 2022 market cap equaled 22T and Sept 2023 market cap equaled 27TMicrosoft Sept 2022 market cap equaled 17T and Sept 2023 market cap equaled 23TAlphabet Sept 2022 market cap equaled 13T and Sept 2023 market cap equaled 17TAmazon Sept 2022 market cap equaled 12T and Sept 2023 market cap equaled 13TNvidia Sept 2022 market cap equaled 03T and Sept 2023 market cap equaled 11TNvidia 2221 Adobe 621 Alphabet 559 Salesforce 547 Amazon 512 ServiceNow Inc 431 Apple 429 Microsoft 377 Intuit 371 Oracle 287 SAP 236 IBM 31 ,14,2023-10-17,1
20,Perception Is Not The Reality: 2 REITs I'm Buying All The Way Down,Im sure many investors probably have felt like the guy in the picture above the last couple of months I consider myself a pretty experienced investor now and one thing the market has taught me is patience But Ill admitServing over 21 years in the Navy has prepared me to deal with almost anything Ive been on quite a few ships destroyers mostly You get used to operating in chaos and Ive really gotten used to doing just that I honestly think thats what prepared my psyche to deal with the current turmoil in the sector  In the Navy upper leadership would always say Perception is reality I absolutely hated this saying and never used it during my time as a leader To me this was an excuse for them to convince themselves they were right in their thoughts So no matter how dumb it sounded or if they didnt have evidence to back up their claim whenever you justified or debunked this they would say Perception is Reality In my eyes a good leader would never say that but do their due diligence to actually find the truthI look at the selloff in the REIT sector the same Investors should do their due diligence to actually see have the fundamentals changed or has the stock sold off because many are now panicking Lets get into two REITs Im actually buying hand over fistIn my opinion if you invest in the stock market you should have a longterm outlook But everyone doesnt share that same sentiment some investors prefer to trade in and out of the market I used to do that and its all fun and games and ultimately youre most likely going to lose money gambling that way Now I buy and my plan is to hold my investments forever unless the fundamentals of the company change And its hard to keep that mindset and stick with the plan when you constantly see the price dropping on your favorite stocksBut you have to reassure yourself that that is not the case Whether thats looking into the financials of your stocks every day or every week Although that can be very overwhelming Like I previously mentioned I used to day trade and its emotionally draining Thats why I adopted dividend investing for the longterm It may not be as fun to some but I really enjoy watching dividends hit my brokerage account on schedule So my advice to readers is buy stable quality companies with strong fundamentals and stay invested Weve all heard the saying from Warren Buffett  And now investors have been running into Tbills while they wait out the stormInvestors have been rotating out of the market from loweryielding investments and into higheryielding ones like money markets Tbills and certificates of deposits Right now those are currently paying more than a lot of REITs But those arent the only stocks that have seen their prices drop Consumer staple stocks like CocaCola  and PepsiCo  who both have 5year average dividend yields of roughly 3 have also sold off in the last month And this could continue well into 2024 I dont know when the market will bottom but I know Ill be running to the Black Friday Sale and taking advantage of this opportunityMany stocks are now reaching GFC price levels which has also caused investors to get spooked Weve all heard the saying Scared money dont make money and I agree Ive always been a risk taker and this time Im staying put As you can see BDCs prices have held steady during the same time I hold both Ares Capital  and Capital Southwest  in my taxable account and their prices havent moved much Its because of their yields Their fundamentals have nothing to do with it same as REITsCohen  Steers Head of Real Estate  Research Rich Hill recently said As you can see below REITs have an average historical FFO growth of 53 but this is expected to come in at 35 next year Not the same as prior years but growth is still growth Like I previously mentioned my goal is to hold my investments forever and collect enough income to live off of ,237,2023-10-13,1
21,Nokia Third-Quarter 2023 Earnings Preview: What To Expect,When Nokia  last reported earnings on July 20 2023 the stock price stabilized at just below 400 Its brief breakout above that last month proved shortlived Ahead of the upcoming Q32023 report this Thursday shares are meaningfully lower at 351 WhatIn July Nokia reported revenue falling  Gross margins fell as the firm earned EUR007 a share The dividend which had a  is 0033 after the currency conversion The distribution is mostly symbolic It reflects the firms discipline in operating expenditure discipline and restructuring aheadAlthough expenses fell by 5 YY due mainly to exchange rates Nokia cut costs in several ways It is limiting hiring travel and supply chain costs While these lower costs will beWorryingly Nokias competitor Ericsson  talked about data traffic as a driver of demand and justifying future investments However revenue barely grew for Nokia Chief Executive Officer Pekka Lundmark  telecom operators are not particularly good at monetizing the data traffic growth historically Investors in the telecom services are also skeptical Verizon Communications  is down 22 YTD ATT  is down just almost as much despite its dividend yielding 777CEO Lundmark said that data traffic keeps growing  Unfortunately customers are buying less compared to 20212022 during the supply chain crisis In 2024 management expects investment levels to normalizeCEO Lundmark said that operators have new tools like 5G slicing available This helps them monitor data traffic more effectively Nokias customers will prioritize their investment in supporting such growth over monetization efforts In addition competition among operators is increasing They will need to offer new services to differentiate their brand This should position Nokias customers to monetize data growth in the futureLongterm investors will recall that communications equipment providers touted 5G as a catalyst for growth But that sentiment has evaporated recently Ciena  a  posted revenue  This is better than the 19 YY  CIEN stock rallied to 50 last month only to retrace back to 4200Nokia achieved increased market penetration for 5G in North America at over 50 The 5G deployment is far from complete Together with a market recovery in North America the firm should benefit from deployment in other parts of the world India the Middle East Africa and Latin America Readers might speculate that NOK stock fell on worries of war unfolding from the Israel and Palestine conflictIn the Asia Pacific region Nokia is in a strong position with operators This includes KDDI Still CEO Lundmark did not quantify the outlook for the next year Europe has healthy growth where the company is taking market shareNokias bullish outlook is not without risk European operators rely on the overall economic activity If that weakens European customers would scale back on capital spending Furthermore operators in Europe lack financial strength Nokias CEO admitted that it affected their investments in Q2Nokia earned an unattractive D on the earnings revision grade Six analysts issued downward revisions in the last three months compared to just one upward revisionAnalysts expect the company to earn 009 a share on revenue of 596 billionNokia beat expectations only once in the last four quarters Chances are moderately high that the company will miss lowered expectations This is another reason why NOK stock lost 1269 in the last month as investors brace for disappointmentNokias growth and profitability grades slipped in the last 90 days This further explains the weak stock price ahead of the earnings report this weekNokia joins Ericsson Cisco  Juniper  and Ciena as stocks that appear to be in a bearish patternThough it isnt a smartphone supplier its former peer BlackBerry  is faring even worse BlackBerry posted  its Chief Legal Officer sold  and it announced an IPO  The IPO negates pre,75,2023-10-16,1
22,"AT&T Not For The Meek, But Buy And DRIP Indefinitely",We previously covered   in August 2023 discussing the massive pessimism embedded in its prospects attributed to the sluggish stock movement despite the bottom line and Free Cash Flow FCF beats in FQ223WhileIn this article we will be discussing Ts mixed prospects after its recent FQ323 earnings call with the raised FCF guidance and subsequent pop in stock prices unlikely to make up for the capital losses observed in its stock decline since March 2020We will also be focusing on the market sentiments surrounding this fallen angel with us preferring toFor now the T stock has popped by over 5 after the recent FQ323 earnings call thanks to its robust YTD FCF generation of 104B 30 YoY and raised  by 05B to 165B 19 YoYBased on the detailed charts provided by a SA News Editor  it is apparent that the management continues to execute well as net adds grow across different segments consequently contributing to the expansion in its toplineTs income investment thesis has played out well indeed with the raised FCF guidance suggesting its safer forward dividend payouts no matter the state of the telecoms balance sheet and stock performanceWith many pensioners including those whom previously worked at the telecom relying on its dividends as part of their retirement portfolios we are not surprised that the stock remains a popular choice for many income investorsPerhaps this is why the T stocks FWD EV Sales valuation of 224x and FWD EV EBITDA of 632x have normalized nearer to its 3Y prepandemic means of 225x 686x though still impacted compared to the sector medians of 170x 803x respectivelyThen again investors must also note that market sentiments surrounding its cash flow remains pessimistic despite the moderately raised FCF guidance based on its FWD Price Cash Flow valuation of 282x compared to its 5Y averages of 436x and sector median of 834xLongterm T shareholders may very well understand Mr Markets pessimism due to the telecoms immense longterm debts of 1267B 07 QoQ 22 YoY and consequently higher annualized interest expenses of 664B 37 QoQ 169 YoY in the latest quarterIt is unsurprising that the combination of the elevated interest rate headwind and intensified FY2023 5G 232 YoY has resulted in its impacted FCF profitabilityFor example based on the T managements guidance we are only looking at an underwhelming FCF margins of approximately 136 02 points YoY compared to its FY2019 levels of 16 29 points YoYThis is assuming that its FQ423 revenue is inline to its FQ323 levels of 3035B resulting in an estimated FY2023 overall revenues of 12074B inline YoYNonetheless it appears that the T stock is trading near its fair value of 1587 based on its FWD Price Cash Flow valuation of 282xThis is based on the managements FY2023 cash from operation guidance of 405B 264 YoY and its 718B of share count at the latest quarter resulting at an estimated cash from operation per share of 563 321 YoYOn the one hand we maintain our conviction that T is likely to remain a battleground stock since its dividends have been insufficient to cover the capital losses observed in its stock decline thus far especially given the previous cut in Q122On the other hand we can also understand why some analysts and readers continue to champion the T stock since they may have chosen to perceive it as a stock to buy and DRIP indefinitely thanks to the relatively attractive dividend yieldsWith losses only realized if the stock is traded or sold longterm investors would have simply enjoyed a consistent dividend payout every quarterly no matter the noise in the stock marketWe suppose that there is no harm in viewing the T stock in this manner since no one can deny the fact that connectivity is an essential commodity no matter the uncertain macroeconomic outlookThis is especially due to the proliferation of socia,26,2023-10-29,8
23,Is The Bull Market Over?,At the peaks of uptrends all news is good news Investors devour the good and ignore the bad on the basis that everything will gradually get better That is what it felt like just three months ago At the troughs of corrections all newsHistory suggests the bear marketThe discussion of whether we are in a bull or bear market is all about semantics It is important from the standpoint of investor sentiment While fundamentals should ultimately win the day if bears can convince a growing consensus that the bear market never ended and that we are very likely to breach last Octobers low in the SP 500 the possibility that it will happen increases On the other hand if bulls provide that consensus with a more compelling argument and the dip is bought avoiding another bearmarket decline then the bull market is more likely to march onBulls and bears are battling for that consensus right now with their respective rhetoric in a tugofwar Today it feels like the bears have the upper hand with the recent rise in interest rates weighing on valuations of the largest technology companies that have largely carried the major market indexes to their highs this year In addition they have geopolitical headwinds in the Middle East disarray in Washington and a Fed that continues to spew hawkish rhetoric in a battle with inflation that has largely been won This is why we are amid what feels like the first correction of the bull market and history shows that the first year after exiting a bear is not always smooth sailingStill over the past 80 years the market has performed exceedingly well on average in the six and twelvemonth periods following its exit from a bear market I think the probability of success improves from current index levels given that we have already pulled back modestly from the close of 4293Ultimately economic and market fundamentals win the day which is why that is my primary focus Defying the skeptics all year long the economic expansion looks set to continue and the disinflationary trend remains intact Corporate earnings should also return to yearoveryear growth in the quarter just ended The ongoing correction is a function of stock valuations adjusting to the new interestrate environment That is weighing on the major market indexes because the largest technology names which have the highest valuations have had the greatest impact on those indexes When we look past the top ten names in the SP 500 valuations become far more reasonable for the current rate environment Yet in the process of correcting excessive valuations for the largest companies all companies suffer to varying degrees in the processIn my view the bull market is far from over This is a correction and it should be over sooner than laterLots of services offer investment ideas but few offer a comprehensive topdown investment strategy that helps you tactically shift your asset allocation between offense and defense That is how compliments other services that focus on the bottomups security analysis of REITs CEFs ETFs dividendpaying stocks and other securities  Lawrence Fuller has been managing portfolios for individual investors for 30 years starting his career at Merrill Lynch in 1993 and working in the same capacity with several other Wall Street firms before realizing his longterm goal of complete independence when he founded Fuller Asset Management  Lawrence Fuller is the Principal of Fuller Asset Management FAM a state registered investment adviser Information presented is for educational purposes only intended for a broad audience The information does not intend to make an offer or solicitation for the sale of purchase of any specific securities investments or investment strategies Investments involve risk and are not guaranteed FAM has reasonable belief that this marketing does not include any false or material misleading statements or omissions of facts regarding services investment or ,34,2023-10-26,8
24,'A Reversal Is In Sight' Stock Market (And Sentiment Results),Im writing this from Portugal this week  as we had a trip planned months ago to visit Lisbon Algarve and Sintra Being in this game long enough  you come to understand that the market and your positions will only go in oneSometimes its nice to leave NYC and CT to get some perspective In summary no one cares about the markets outside of Wall Street They are living their lives in the sunshine IAs I keep a pulse on the markets it is apparent that things have gotten stretched to the downside and that a reversal is in sight If youre trying to pin it to the day I land in Newark on SundayToday I joined the MoneyShows special virtual segment on Alternative Asset Managers Thanks to Debbie Osborne for having me onHere were my notes ahead of the session Youll see that the host took it in a spontaneous directionFrom SethGolden on Twitter All we hear is savings rate and excess savings falling consumer stressed more so than ever with repayment of student loans kicking in again October and yet from Q2 to Q3 Household net assets value climbed 6trn while liabilities only climbed 500bn with Equity and Bond market prices lowerIn this weeks AAII Sentiment Survey result Bullish Percent rose to 301 from 278 the previous week Bearish Percent moved up to 416 from 409 Retail investors are fearfulThe CNN Fear and Greed dropped from 25 last week to 19 this week Investors are fearfulAnd finally the NAAIM National Association of Active Investment Managers Index dropped to 4301 this week from 5433 equity exposure last week When the tide turns the end of year chase will be on full forceOpinion Not Advice   Past performance is no guarantee of future results No recommendation or advice is being given as to whether any investment is suitable for a particular investor Any views or opinions expressed above may not reflect those of Seeking Alpha as a whole Seeking Alpha is not a licensed securities dealer broker or US investment adviser or investment bank Our analysts are third party authors that include both professional investors and individual investors who may not be licensed or certified by any institute or regulatory body,4,2023-10-06,8
25,Sentiment Speaks: The Market Is Simply Getting It Wrong,I really dont know how all of you do itMost of you pour over all types of data on a daily basis in order to attempt to gain some advantage in the market And when I read other articles andAmong those factors that you are all considering include the Fed interest rates the US dollar yield inversion China the labor market Japan consumer spending inflation the impending government shutdown and a softhard landing I didnt know we were on an airplane And these were just those cited in two articles and comments I read the other dayAnd each person that posts is quite confident that their factor is the major consideration one has to take intoI dont know about you but this makes my head spin How can one possibly weigh all of these considerations in a repeatable process to accurately determine the next move in the stock marketI believe if we are really honest with ourselves we would come to the conclusion that one simply cannot do so Rather I think it leads to significant confusion many times And this week was no exceptionFor example here is a headline that we saw on FridayAre you scratching your head I know I am What the heck does that headline even mean I think it displays the utter confusion of the writer in trying to present a reason as to why the market rallied on Friday despite the Fed reiterating it will continue to raise ratesIn fact I saw the following comment on one of the articles I just readClearly many were thinking that the market simply got it wrong Well may I again remind you of the famous words of Jesse LivermoreWhile you may be sick of my quoting Robert Prechters The Socionomic Theory of Finance I think it is one of the most brilliant books ever written on how the stock market really works And this quote is worth repeating until you are all able to internalize its lessonAnd if you continue to follow all the factors noted above you will likely continue to flounder especially on days like FridayFor those that do not know the story of how I began providing my analysis publicly well I can tell you that I was basically pushed into it by a popular market analyst who has been around for many decades The reason he kept pushing me as he explained to me was due to the accuracy of my analysis especially in the face of contrary expectations among the massesThe reason I had been able to do so was simply because I kept my analysis as simple as possible followed principles of Occams Razor and Fibonacci Pinball our own creation and tuned out all the extraneous noise I simply focused upon my process And having grown to 8000 subscribers and almost 1000 money manager clients since that time I think it has served us all quite wellIn fact this is what our subscribers have recently notedI will now tell you that even though we have caught most of the twists and turns in the last year and half it has still presented me with the most difficult market I have faced during the 12 years since we opened ElliottWaveTraderIf you have read my analysis during the last year and a half you would know how torn I am on the bigger picture in the market From an absolute purist standpoint I still have a huge issue with calling 2021 the top to the market since we do not have a clear 5wave completed rally into that high from the March 2020 lowYet the structure of the rally which began in October 2022 had not been providing me a clear indication that we were going to rally back up to the 5000 region that I was seeking for a longterm top to be struck And due to this uncertainty I have been unable to be as strongly bullish in my expectations as you have seen prior to this period of time So risk management has been a strong focus for me as I have been taking this one step at a timeEven so I remained quite steadfast in my expectations for the market to rally to 4300 which was my primary expectation off the 3500SPX low despite all the voices to the contrary And I noted tha,55,2023-08-28,8
26,Fannie Mae survey shows pessimism in housing market hit new high in September,DR Horton Is A Good Deal Right NowNew Homes More Unaffordable Than During Housing BubbleA Big Homebuilder Stock Price Reset Is ComingToll Brothers Can Likely Withstand Higher RatesYou Gotta Pay The Landlord First,47,2023-10-27,3
27,The Saudis Are Dead Serious On Pushing Oil Prices Higher,In the years Ive followed the oil market I have never seen the Saudis this determined to push oil prices up This includes the whatever it takes moment we saw in 2017 when the previous Saudi energy minister Khalid AlFalih started targetingSaudi crude exports for the first 24 days of August are averaging at the lowest level since June 2020 At 53 million bd Saudis will have reduced crude exports by 1 million bd since July Now we dont expect this figure to be final Crude exports for the upcoming week are showing a rebound so final figures could be closer to 56 to 58 million bdBut that doesntThose of you who follow us closely will know that our base case view is for the Saudis to extend the voluntary cut into yearend We explained that its because of the logistical timing issue of when exports hit physical inventories and the impact on market sentiment But with the latest Saudi crude export figure I cant help but wonder if the cut will likely be extended into Q1 of 2024Let me explainHere is IEAs assumption for global oil supply  demand balance into the end of 2024 Out of all of the IEA reports weve read to date the August OMR was the most balanced surprisingNow you will notice that both Q1 and Q2 of 2024 show stockbuilds Keep in mind that the IEA is not assuming the voluntary cut of 1 million bd into its balance in 2024 Instead it is assuming that the Saudis will continue its original 500k bd voluntary cutIn my view the Saudis played this one beautifully By keeping it on a monthtomonth basis it deters speculators from bidding up the long end of the curve and keeps the market at bay The monthtomonth action also prevents speculators from frontrunning prices which prevents any potential risk of demand destruction amidst a weakening global economy Instead the voluntary cut does the sole purpose it was meant to do reduce global inventoriesSo now imagine this scenario as we approach the end of October oil continues to trade in the range of 80 to 90 While global oil inventories have drained materially sentiment remains weak and speculators believe the impending recession will hurt oil demand Saudis are now deciding whether to extend to the end of December but as they look at global oil supply  demand balances Q1 shows a build All of the efforts of the voluntary cut up to that point would be pointless if storage gets to build back up againWith the voluntary cut already in place whats to stop the Saudis from slowly unwinding the cut Perhaps its best to after Q1 to slowly unwind the 1 million bd cut as to avoid any inventory buildup In addition with Russia cooperating finally and if the Russians extend their voluntary cut into yearend then its physically very difficult for Russia to increase production during the heart of winter All of these things suggest to me that it is better than 50 chance that the Saudis extend this voluntary cut in some form or shape into the end of Q1 and possibly Q2 of 2024Now this is not the consensus view and many of the oil analysts expect the Saudis to unwind the voluntary cut once the storage draw has materialized but we digress We think the ultimate goal for the Saudis is price stability so if that implicitly implies a lower overall storage level to achieve this then the Saudis will keep the voluntary cut until they see fitThis means that Brent would have to easily average over 90 for many months before the Saudis contemplate a reduction We just dont see that when the consensus expects a build in Q1In the years Ive followed the Saudis this is the most determined Ive ever seen them If we are right and the Saudis continue to extend then the market will get a rude awakening Global onshore crude inventories are already starting to accelerate to the downside and theres more to come Perhaps like the article we published on Monday it is really just that straightforward Perhaps it is not We will know wit,12,2023-10-09,5
28,Asset Allocation And Strategy For The Current Bear Market,On October 2nd we wrote an article titled  explaining why we thought stocks are headed back down to last years lows In the article we said thisTo implement this new view we made asset allocation changes last week The allocation is based on a sequence of events weve noticed numerous times concerning interest rates and declining stock prices but never had the opportunity to act onThe sequence is this A bull market continues to advance while long term interest rates rise bond prices fall Near the peak in rates stock prices reverse and a bear market begins As stock prices fall interest rates begin to decline bond prices rise reaching their lows as stock prices reach their lows The sequence is simple  first bonds then stocksBased on this sequence the following is our current investment allocationWe made the change not only because we believe stocks have already started the movement back to last years lows but also because an important indicator to us points to an imminent decline in long term rates and a rally in treasury bonds In other words the investment sequence described above is already in playThis is an active and not a passive strategy If were right well hold the above allocation for six to nine months If all goes well well take profits in bonds and reallocate the proceeds back to stocks near their lows changing the allocation back to a more aggressive stance of 75 stocksThe position in GLD is there because its 1 a separate asset class and 2 because of the strong buy signal we continued to have for it We believe the Vanguard zero coupon treasury ETF EDV is the best fund to use to implement the bond side of this strategy since it will produce the greatest profit if long term rates fall even if just a littleWhen long term interest rates were over 10 in the 1980s we used zero coupon strips to create guaranteed retirement income and to hedge against the risk of falling rates They are a wonderful vehicle to achieve large price gains from bonds when purchased at the right moment Of course this price risk goes both ways when used for that purposeThis is the indicator weve found best to forecast interest rates Its based on the Hulbert survey of newsletter writers who forecast the bond market You would think it should be based on something more fundamental or economic but over the years we have found otherwiseLike all investment surveys it acts as a contrary opinion indicator When too many newsletter writers are bullish on bonds bond prices usually decline The opposite is true if theyre bearishThe chart graphs our ranking of the survey over the last thirteen years against the price of EDV and highlighted key moments with green arrows including the current one Green zone readings are when writers are bearish on bonds which is bullish Red zone readings are when most are bullish on bonds which suggests cautionThis indicator plus the clear five wave structure of the three year price decline is strong evidence to us that the bear market in bonds is at least temporarily ending and a strong rally lies aheadWe are using EDV for our bond asset not because of its income which is zero but because of its price volatility and correlation with longterm rates This next chart highlights the almost perfect correlation between EDV and 30 year bond yields TYX They are mirror images of each other as theory says they should be since the effective maturity of the EDV portfolio is 25 yearsWe believe the indicator in the previous chart plus the five wave declining structure suggests that 30 year interest rates will decline to 4 Weve indicated this with a black arrow If it does EDV will increase from its current price of 63 to 80 which is a gain of 27 This is by far the largest potential price gain of any long term treasury bond ETF available which makes it perfect for our purposesWe expect this to happen over the next six to nine months which is why EDV i,296,2023-08-26,3
29,Investor Sentiment And Stock Market Timing,Fear is the most highly evolved emotion in humans  everyone experiences it Tracking the level of fear in the investing community helps us judge where the stock market is relative to its highs and lows History doesnt repeat itself but people tendThe AAII American Association of Individual Investors bullbear differential has started bouncing off a level which has marked major market lows in 2003 and 2009 This level of fear is what one sees early in a bull run not close to the end of a bull marketThe nominal putcall ratio has madeMaxima in the nominal weekly putcall ratio when associated with an upspike in the 10day MA correspond to bottoms in the SPX 90 of the time This fear level is more representative of a bottom than it is of a topThe NAAIM National Association of Active Investment Managers exposure index is behaving like it does at the  of major bull moves  like it does at the endThere is enough worry in the market to keep it climbing higher The seasonally weak period we are in SeptemberOctober is a good time to buy broadspectrum ETFs such as SPY and QQQ  ANG Traders is an investor with 40 years of experience and has degrees in math science and education He believes that Modern Monetary Theory analysis provides the best predictions for market action and staying with the primary trend is key to wealth accumulation   Past performance is no guarantee of future results No recommendation or advice is being given as to whether any investment is suitable for a particular investor Any views or opinions expressed above may not reflect those of Seeking Alpha as a whole Seeking Alpha is not a licensed securities dealer broker or US investment adviser or investment bank Our analysts are third party authors that include both professional investors and individual investors who may not be licensed or certified by any institute or regulatory body,3,2023-10-23,8
