,title,content,comment,date,category
43,China: September Inflation Flirting With Disinflation Again,After a brief spell in negative territory in July Chinas August inflation data pulled itself back to a positive setting though only just 01 YoY We and the market were expecting this slight improvement toOne month does not constitute a trend however and the base effect story which we believe will slowly lift Chinese inflation over the coming months isEven with the sort of improvement we are anticipating fullyear inflation will likely only just push above 1 in 2024 up from our forecast of 05 CPI inflation for fullyear 2023And its not just CPI inflation where we see weakness The PPI inflation data released today also undershot expectations though at 25 YoY they did at least improve on the 30 PPI inflation recorded in August This may presage some slight improvement in industrial profit growth which was still down 117 YtD YoY in AugustNext week we have the 1Y mediumterm lending facility rate decision But with the PBoC engaged in a daily struggle to keep the CNY from depreciating we think it is extremely unlikely that they will be able to respond to this inflation weakness with lower policy ratesInstead in recent days we have been reading reports that the authorities may be mulling a slightly wider central government deficit to help offset or minimise the pain from the local government financing gap weighing on activity in overleveraged provincesThere are a couple of points to make about this Firstly we dont discount these reports The economy does need more support than the numerous supplyside measures we have already seen so far But equally the policy intent to deleverage and draw a line under the borrowing excesses of local governments seems firm and appropriateWhatever does emerge from Beijing over the coming months it likely wont be quick enough to make any meaningful difference to 2023 and at best it should be viewed as a pain management tool for the transition to a less leveraged economy And that is a multiyear projectThis publication has been prepared by ING solely for information purposes irrespective of a particular users means financial situation or investment objectives The information does not constitute investment recommendation and nor is it investment legal or tax advice or an offer or solicitation to purchase or sell any financial instrument  The summary bullets for this article were chosen by Seeking Alpha editors,0,2023-10-13,3
44,Rates Spark: No Mood For 5% Right Now,The US 2year isThings have changed since the weekend though The bear market bubble has burst in the 10year and the market has downsized the rate hike risk ahead Inflation readings in the next couple of days will have a say with monthonmonth readings still coming in a tad hot on the CPI Thats the most likely impulse for resumed upside to yieldsInteresting that the 3year auction tailed yesterday There was a strong market at the time which can help to tame negatives from this But at the same time the indirect bid which includes central banks was remarkably subdued which is indicative of relatively weak endinvestor demandAll eyes clearly remain on the tragic scenes out of Israel and there is deep concern over whats to come Likely this story goes quiet for a while but its clearly far from over More likely the beginning in fact given the voices out of IsraelEven if it remains localised there will be concern that it becomes much bigger and more dangerous That will remain a rationale for core bond yields not straying too much higher from here They are currently well off recent highs more so in the US and the mood for attaching 5 has wanedThere is a 45 risk ahead for the 10year unless the inflation data is high enough to cause a reversal higher in yieldsEven though the flighttoquality move has abated the US CPI data ahead might still be reason enough for some to stay on the sidelines We will already get the US PPI data today and in the evening the minutes of the last Federal Reserve meeting where rates were kept on hold but projections were significantly raised We can also expect a number of comments from central bankers coming out of the IMFWorldbank meetings in Marrakech The main focus in the eurozone with an otherwise empty calendar will be the European Central Bank consumer expectations survey on inflationIn government bond primary markets Germany is active with 30year taps and later the US Treasury will tap its 10year noteThis publication has been prepared by ING solely for information purposes irrespective of a particular users means financial situation or investment objectives The information does not constitute investment recommendation and nor is it investment legal or tax advice or an offer or solicitation to purchase or sell any financial instrument Editors Note This article covers one or more microcap stocks Please be aware of the risks associated with these stocks,0,2023-10-11,2
45,The Labour Market Conundrum Keeps The Eurozone Economy Just About Afloat,The latest economic data continues to confirm our scenario of a weakening growth environment in the eurozone though the slowdown is no longer intensifying as most indicators have stabilisedThat said there doesnt seem to be an upturn in the offing Inventory levels remain quite high and according to the PMI survey orders in both manufacturing and services have softened further to levels not seen since the pandemic This doesnt bode well for the fourth quarter and thats theThe question is what happens afterwards Most international institutions see a stronger growth rate in 2024 than in 2023 The current cycle has indeed some special features one of them being the demographically induced labour scarcity Because of that we are now experiencing the rare combination of weak business sentiment and declining unemployment the eurozone unemployment rate was at a record low in August The fact that the labour market is holding up well and that real wages are now rising is certainly a factor that supports consumption and for the time being prevents the current downturn from morphing into a fullblown recessionHowever concluding from this that growth can only accelerate is perhaps a bit premature Lets not forget that monetary policy works with a lag And we have reasons to believe that the lag might be a bit longer than in the past as the long period of low and even negative interest rates has probably allowed companies and governments to lengthen the duration of their debt That said credit growth was close to a standstill on a yearonyear basis in August and this trend is unlikely to reverse anytime soon On top of that there is still no agreement on a revamped Stability and Growth Pact meaning that member states must abide by the old rules and present significantly more restrictive budgets this month Several member states are at risk of the excessive deficit budget procedure probably leading to some spread widening Putting it all together we only see some genuine improvement in the growth outlook from the second half of 2024 onwards But we forecast this will result in a mere 04 GDP growth for the whole of 2024 after 05 this yearBoth headline and core inflation fell in September to 43 and 45 respectively and that was better than expected However one must bear in mind that base effects play a very important role in the recent decline Thats why we like to look at the 3month on 3month annualised rate of inflation showing the headline rate at 40 and core at 36 Although softening the trend is thus still clearly above 2 On top of that the recent oil price increase is likely to keep headline inflation higher in the first half of 2024 We are now anticipating 59 headline inflation for this year and 30 for 2024The ECB increased its main interest rates again in September bringing the interest rate on the deposit facility to 4 a 450 basis point increase in just 14 months The monetary policy statement suggested that the top might have been reached though rates will have to be kept high for a sufficiently long duration to bring inflation back to target That is the reason why we shifted our expectation for a first rate cut to the third quarter of 2024 The ECB is also considering ending the reinvestment of the Pandemic Emergency Purchase Programme holdings early to diminish the amount of excess liquidity An announcement to do so could fall in the first quarter of next year All of this limits the potential for a substantial bond rallyThis publication has been prepared by ING solely for information purposes irrespective of a particular users means financial situation or investment objectives The information does not constitute investment recommendation and nor is it investment legal or tax advice or an offer or solicitation to purchase or sell any financial instrument ,0,2023-10-07,3
46,European Utilities Outlook: More Investment But More Selective In 2024,The European utilities sector is in an important transition phase towards green energy generation and transmission The provisional agreement in March 2023 updating the European Unions RenewableWhile every industrial sector is being asked to reduce CO2 emissions by adopting green energy consumption and other climate mitigation measures the utilities sector is at the forefront of green electrificationLike many industries soaring commodities and material costs are impacting the utilities sector Purchasing staff and financing costs especially for offshore wind farms have forced some utilities to terminate some of their projectsDanish utility Orsted recently announced a 21bn impairment charge on its US offshore wind farm projects Soaring costs higher interest rates and uncertainty about related subsidies are having a dramatic impact on the expected return on investmentWhile Vattenfall recently opened its offshore wind farm on the Dutch coast it announced it was suspending the development of its 14GW Norfolk Boreas offshore wind farm intended to power 15 million UK homes According to the Swedish utility costs on the project have increased by 40 negatively impacting the companys future earnings on the projectIn September 2023 the United Kingdom failed to attract bids for its offshore wind power auctions Offshore wind developers argued that the governments offer did not match the surging costs and higher funding expenses The same reasons explain the poor auction results that Spain registered in December 2022 Only 50MW of wind projects were subscribed when authorities planned to allocate 33GW of new onshore wind power and solar panelsCapital expenditure plans are financed partly by debt especially for network utilitieswhose regulated cash flow generation does not provide them with sufficient funds to finance investment plans in full In 2023 and 2024 we estimate that network utilities investment plans will surpass earnings before interest and depreciation EBITDA by 30 For integrated utilities earnings are sufficient to finance capital expenditure needs However EBITDA represents the revenues generated by activities when operating costs and taxes have been deducted The financial indicator does not take into consideration interest expenses on financial debt and the remuneration of shareholdersThe utilities sector is a capitalintensive sector and European utilities are heavy users of bonds and bank loans While investments partly need to be financed by new financial instruments utilities also face loan and bond redemptions On top of higher operating costs the sector has to refinance its debt at much higher interest rates than in the last five years Today the sector pays an average rate of 37 on new fiveyear senior bonds In 2022 this rate was 3 on average In the period 20182021 Utilities could issue fiveyear senior bonds with an average coupon rate of 08In 2024 the top 40 European utilities will likely invest a total of 132bn in the maintenance and development of their grids renewable base and conventional energy generation assets According to their strategic plans and our estimates this global amount compares to 126bn for the full year 2023 representing 5 growth yearonyearLooking back to the period 20182022 the sectors investment plans have grown by a staggering average of 10 per year going from c70bn in 2018 to 110bn in 2022The 5 increase that we forecast for 2024 is smaller than what we have seen in the last five years We see two reasons for thisThe shift in European integrated utilities business models from conventional energy generation producers and suppliers coal natural gas and nuclear towards renewables is reflected in past and future investments In 2018 33 of the total investment was dedicated to renewables We forecast renewables to represent 52 of total investment in 2024 With conventional power generation plants being shut down or dis,0,2023-10-17,6
47,U.S. GDP Surges 4.9% As Consumers And Government Go Large,US third quarter GDP grew at the fastest rate since 2021 clocking in at 49 annualised led by rampant consumer and government spending Household spending grew 4 with expenditure on durable goods thoseResidential investment was also robust rising 39 after a long run of declines The lack of supply of existing homes for sale has helped prices rebound this year and that in turn has stimulated construction activity once again Nonresidential fixed investment basically business capex was disappointing coming in at 01 but that is the only real downside surprise withRounding out the contributions government spending grew 46 annualised led by an 8 increase in defence while inventories were built up quite significantly contributing 13 percentage points of the 49 headline GDP growthUnfortunately we dont see this stellar growth rate being repeated in the fourth quarter of the year The cumulative effects of Federal Reserve interest rate increases and reduced credit availability are showing signs of finally biting Credit card borrowing costs are the highest since records began car loan and personal loan rates are soaring while mortgage rates are up at 8 At the same time the sources of funds to spend are looking less supportive Real household disposable income is flatlining savings are being run down and consumer credit is starting to be paid back with student loan repayments restarting As such we expect consumer spending to grow at a weaker pace in the fourth quarter with this decelerating trend continuing in 2024Homebuilder sentiment is also starting to sour which weakens the outlook for residential construction as we head towards 2024 while that big surge in inventories seen in the third quarter may not come in as strongly in the fourth quarterIt is obviously early days but at this stage we see GDP growth coming in closer to 15 in the final three months of the year Not terrible but with those challenges facing the consumer sector likely intensifying growth is set to be even weaker in 2024This publication has been prepared by ING solely for information purposes irrespective of a particular users means financial situation or investment objectives The information does not constitute investment recommendation and nor is it investment legal or tax advice or an offer or solicitation to purchase or sell any financial instrument ,0,2023-10-26,3
48,Korea's Industrial Production Rebounds On Strong Chip Demand,Manufacturing IP rose more than expected at 55 monthonmonth in August vs 20 in July and 02 market consensus The upside surprise mainly came from semiconductor output whichAll industry output rose 22 MoM sa in August vs 08 in July with gains across the economyServices continued to rise 03 for three months in a row with notable gains in leisure 62 and restaurants 36 This was the first summer holiday season after all Covid measures had been lifted and thus holidayrelated activities led the gain We believe that the longerthanusual Chuseok holiday will likely continue to support service activities in September and partially in OctoberInvestment also grew in August with construction and equipment investment up by 44 and 36 respectively For equipment investment monthly volatile vessel imports 131 were the main reason for the rise thus investment excluding vessels investment continued to decline Forwardlooking machinery orders data contracted providing a cloudy outlook for investment Construction rose 44 boosted by a oneoff plant project completion while residential construction is estimated to decline With construction orders declining we think construction will continue to be one of the main drags for the second half of this year and beyondConsumption fell 03 for the second month presumably because the end of a tax cut programme on car purchases from July negatively affected car sales 24 in August 123 in July We think the governments shopping voucher programme during the Chuseok holiday is likely to boost consumption temporarily in SeptemberOverall the gains recorded across industry in August should add to thirdquarter GDP growth but momentum is expected to slow from the peak seen in the second quarterThe manufacturing PMI rose to 499 in September vs 489 in August as output and new orders rose but this has still contracted for 15 consecutive months Meanwhile local business surveys from last week deteriorated further as concerns over weak domestic demand and global demand have increased In addition inventory levels have remained at an elevated level which will be a burden for future production Thus we believe that the August IP surprise is likely temporary and unlikely to last in the futureConsumer price data for September will be released on Thursday and is expected to accelerate to 35 yearonyear vs 34 in August Together with todays betterthanexpected IP outcome we believe that the Bank of Koreas hawkish pause will continue in October Beyond October with dairy products and public transportation fees set to rise from October onwards inflation will likely remain above the 3 range until the end of this year and this will be the main concern for the BoK However due to clearer signs of slowing domestic growth and increasing financial stress on businesses and households the central bank will not be able to hike by a further 25bp even if the Federal Reserve delivers a final rate hike later in the year The summary bullets for this article were chosen by Seeking Alpha editors,1,2023-10-05,3
49,Markets Are Right To Rethink The Bank Of England As Rates Reach A Peak, Against a backdrop of rising US market rates its all the more eyecatching that UK rate expectations continued to fall back throughIts a big move and it is at least partly a recognition that the UKs inflation problem isnt considerably worse than elsewhere  a narrative that had become fashionable earlier in the summer The mostMarkets are also responding to the Bank of England itself which having paused rate hikes in September has effectively called the top in this tightening cycle Barring a big data surprise between now and the November meeting we think the Banks August rate hike was the lastThat turns the focus to rate cuts and the Bank is at pains to tell us that these are a long way off We agree up to a point Services inflation  a key metric for the Bank  is likely to end the year below 6 from 68 now and continue falling thereafter as lower gas and electric prices work through with a lag Wage growth is likely to do the same though in both cases the decline will be gradual Economic inactivity people neither employed nor actively seeking a job is on the rise again and the employment rate is still a percentage point lower than preCovid Worker shortages arent going to go away entirelyThat said the jobs market is now clearly beginning to cool The ratio of job vacancies to unemployed workers is falling quickly both because of a fall in openings but also a noticeable rise in joblessness The BoE is also acutely aware that much of the impact of past rate hikes is yet to hit The average rate on outstanding mortgages has risen from 2 to 3 and will be above 4 probably by the spring of next year Thats why the Bank is keen to keep rates high for a long period but we think by next summer the case for maintaining rates at 5 or above will have faded Assuming the Fed has started cutting rates by that point weve pencilled in the first cut in August 2024This publication has been prepared by ING solely for information purposes irrespective of a particular users means financial situation or investment objectives The information does not constitute investment recommendation and nor is it investment legal or tax advice or an offer or solicitation to purchase or sell any financial instrument ,0,2023-10-07,3
50,BRICS Expansion And What It Means For The U.S. Dollar,The BRICS grouping of major emerging economies Brazil India China South Africa and Russia is holding its fifteenth summit later this month Up for discussion an expansion ofAny expansion of the BRICS grouping could determine the speed with which the bloc adopts commercial and financial systems outside of the dollar sphere Speculation is rife as to how many countries if any will join the club  for the first expansion in a decade In order to evaluate how the political ambitions correlate with underlying economic trends we take a closer look at the overall evolution of the US dollars roleOverall we do not see any conclusive evidence that the dollar is on the path of structural decline at this point However it is still facing challenges stemming from both economics and geopoliticsThe war in Ukraine and the freezing of Russian FX reserves in 2022 have prompted much discussion on the weaponisation of the dollar the splintering of geopolitical blocs and ultimately the inexorable decline in the use of the dollar  or dedollarisation An integral part of this debate will not only be how those geopolitical groupings develop but also whether other currencies can challenge the dollars international roleWe suspect the subject of dedollarisation might gain some traction this summer when senior leaders of the BRICS nations meet in South Africa on 2224 August At the top of the summits agenda is the proposed expansion of this geopolitical grouping and perhaps some proposals relating to a common payment system in BRICS currencies Regarding BRICS expansion speculation is rife as to how many countries if any will join the club  for the first expansion in a decade The focus here tends to be on countries that have already joined the BRICSsponsored New Development Bank NDB These include countries such as the United Arab Emirates Egypt and BangladeshThe proponents for accelerated change argue that some of the major oil exporters like Saudi Arabia Iran and Nigeria might be included too Experts however warn that friction between China  a proponent of expansion  and the more reticent India makes the subject highly uncertainWhy this is important to the dedollarisation debate is that the speed of expansion in BRICS could well determine the speed with which this bloc adopts commercial and financial systems outside of the dollar sphere There are also suggestions that this summit could reintroduce the subject of a BRICS currencyFar from abandoning their own national currencies we presume this venture could be pursued along the lines of a new Unit of Account  similar to the IMFs Special Drawing Rights SDR For example the NDB or other commerce being conducted in BRICS could require users to hold more of these currencies and potentially gravitate away from the dollarThe link to dedollarisation here is that the creation of a BRICS unit of account could increase these currencies shares in FX reserves of BRICS users  in the same way that Chinas 2015 entry into the SDR basket was meant to increase interest in the renminbi Away from the speculation over the future of BRICS our article examines evidence of dedollarisation seen so far There are a whole host of scholarly articles on this subject and perhaps one of the best definitions of what makes an international currency is outlined in the chart below Here the function of an international currency is assessed through the prisms of both the public and private sectorsWhile we find this a useful framework to assess the extent of dedollarisation we prefer to examine the challenge to the dollars dominance through the three key areas ofLooking at the evidence so far Figure 2 it appears that despite some loss of popularity since 2015 we use this year as a frame of reference due to its similarities with current exchange rates dedollarisation has not been very active in the last couple of years Over the same time the dollars role in,15,2023-08-18,2
51,China Is No 1990s Japan - But It Could Have Been,China will probably grow by about 5 this year And for those for whom GDP growth is the only goal worth pursuing itBut let us be very clear China is not on the brink of deflation and the situation between Japan in 1990 and China today is very different Indeed there is a strong argument to support a slower less debtfuelled and in all sensesJapans answer was to do it again only larger and then again and again And that is why today they have a government debttoGDP ratio of around 263 For all the talk of stimulus plans that fills the newswires each week there is nothing wrong with China sticking to its current pathLets start with a recap of the Japan bubble The received wisdom today is that this followed a period of overaccommodative monetary policy by the Bank of Japan BoJ following the Plaza Accord after which the yen rallied prompting the BoJ to keep rates much lower than they would otherwise have done and which in turn fed an aggressive property boom and then eventual bustThat boom created a lot of paper wealth in which corporates appeared to be making large profits often just based on unrealised property gains or stock market investments while their operating profits actually dwindled Banks got sucked into this financing projects whose main criteria for success was often just the underlying land price or crossshareholding exposures And when eventually the BoJ started to respond to what it perceived as threatening inflation it popped what had evidently become a massive financial bubble which encompassed not just the property market real assets but financial assets and the banking system tooThe stock market crashed and stayed low Firms went bankrupt and insolvent banks were merged with larger more solvent ones under the socalled convoy system which meant that even previously healthy institutions were hobbled The pain was lessened but it was more widely distributed Biting the bullet on bad loans and pulling the plug on zombie companies took a very long time which also prolonged the stagnation and delayed the eventual recoveryThe economy of course contracted and remained stagnant for years Consumer price inflation turned negative and even nominal wages declined It has taken decades for the economy to pull itself out of the mire that this bubble created though it appears to be doing so nowLooking back on it the causes of the bubble and its subsequent crash are not as obvious as the convenient explanation I have just provided Policy rates were not all that low relative to inflation and the appreciation of the JPY following the Plaza Accord should have provided a substantial degree of financial tightening too Broad money growth also was not so obviously out of control at least relative to previous decades It is hard to say we would definitely avoid doing something similar again now even with the benefit of hindsightThat said there is no arguing with the carnage that followed Japan suffered a textbook case of genuine deflation  a term that is often misused experiencing widespread and deep declines in the general price level by which we mean not just consumer prices but real assets financial assets and nominal wagesSo lets take a look at what is happening in China and pick apart the deflation argument Firstly lets look for evidence of a bubble because if we are going to argue that it is about to burst it needs to be there in the first placeIn 1984 land prices for commercial property in Tokyo grew at a respectable 72 annual pace The following year this accelerated to 125 and the year after that to 482 By 1987 commercial property land prices were rising at a 611 YoY pace It was once suggested that the 15 square kilometres of land surrounding the Imperial Palace in Tokyo were worth more than all the land in California And whether or not that calculation stacks up it sounds highly questionable it shows just how extreme things had becomeYes ,8,2023-08-04,3
52,How China Is Dodging The Doom Loop,The last month has delivered a lot of data And while there is a lot more to say aboutLets deal with the positives first because there are still plenty of negatives New CNY loans picked up in September and aggregate financing volumes were also higher Further lending will be helped by the 25bp reduction in banks reserve requirementsWe did not however see any further reductions in anyExports continue to decline in yearonyear terms but the rates of decline are decreasing Looked at in CNY terms and adjusted for seasonality exports like some other parts of the economy seem to be troughingThis troughing can be seen in plenty of other data too The monthly data deluge showed manufacturing and industrial production figures edging up slightly in yearonyear terms Not by very much but the direction is the important thing right now Recent PMI data has also edged out of the contraction zone though for the nonmanufacturing sector buoyant expectations are doing a lot of the heavy lifting and it remains to be seen whether there is more to this than wishful thinking The same can be said of retail sales which have recovered slightly after undershooting their historical trend on the downside in recent months As for the inflation rate we the deflation label provided  as being inaccurate as well as likely temporary Inflation has indeed edged back above the zero line although only just This is also mainly due to the expiry of base effects from falling food prices though there is no getting around the fact that weak demand is the main reason why inflation is as low as it is in the first placeWhat hasnt changed particularly is the governments approach to the economy This is not to say that they are doing nothing They are But they still seem to favour targeted market support through multiple supplyside policies rather than a single onesizefitsall fiscal boost We dont think that will change Dealing with the economys excessive leverage has been an ongoing goal and one that now seems to have been raised above other targets You can question the timing of this but this has been a longstanding weakness of the economy and it feels like some shortterm growth will have to be sacrificed to enable a brighter longerterm outlookThe real estate sector of the economy continues to struggle Renewed concerns over the fate of China Evergrande have surfaced following the detention of its chairman And there are still questions looming over the economys largest developer Country Garden which faces 149bn in further maturing debt next year amid plunging unit sales even as it has so far managed to avoid any defaultWhile the real estate sector continues to flounder this will keep dragging on manufacturing and labour demand and in turn on job availability and wages The authorities in China will be hoping that this years Golden Week Holiday which is happening currently encourages some more spending But it seems optimistic to think that this will substantially offset weakness in other parts of the economy or dramatically change the overall trendThis publication has been prepared by ING solely for information purposes irrespective of a particular users means financial situation or investment objectives The information does not constitute investment recommendation and nor is it investment legal or tax advice or an offer or solicitation to purchase or sell any financial instrument  The summary bullets for this article were chosen by Seeking Alpha editors,0,2023-10-07,3
53,Origin Materials: Navigating Through Uncharted Waters,On 06272023 Origin Materials Inc   the production startup of the Origin 1 plant as expected making a promising step towards the execution of its initial project On 08092023 the Unfortunately some of the risks mentioned in At present Origins value is below zero Its market cap is 192M while its Q2 2023 net cash is 205M The market prices the Origin 1 plant a large TAM patents and intellectual property partners customers and future potential at 0 In theory one can buy 100 of Origins stock receive all the cash paid immediately back plus its assets and keep the change The delay the funding and the successful execution of the new project probably trouble the market The valuation calculations of the  are not accurate now Thus a fresh attempt to estimate future valuation should be set at 2028 According to Origins 2028 forecast for Origin 2 a 600M revenue is expected Adding an estimated Origin 1 100M revenue totals 700M Applying a PS ratio of 113 based on its current sector median according to  would result in a 791M market cap Slashing Origins forecasts to 400M revenue for Origin 2 would result in a 565M market cap Applying a premium 150 PS ratio would result in a 105B and 750M market cap respectively Considering these assumptions newcoming investors could multiply their invested capital by 2028 Possible licencing or coproduction revenue is not included Needless to say these estimates are highly speculativeIn a nutshell I do not usually panicsell unless there is a strong bankruptcy possibility when one needs to save whatever they can Such uncomfortable situations just happen and the loss is inevitable When it comes to binary bets investors must study each case carefully and decide if they believe in the project or not to make the right call In Origins case the announced strategic changes are crucial and investors need to carefully examine if they should hold onto their positions while searching for positive signs to average down or initiate a position or sell take their losses and move on The market values the company below 0 market capnet cash and places the new plan near a trash can Leadership and top executives should come forward and buy Origins stock to reassure investors that the time is right and they are confident the company will succeed On a final note Origins story is still intriguing despite the timeline expansion and capital budget increase Hence I will stick to my position and closely watch future developments to decide whether I increase it   Past performance is no guarantee of future results No recommendation or advice is being given as to whether any investment is suitable for a particular investor Any views or opinions expressed above may not reflect those of Seeking Alpha as a whole Seeking Alpha is not a licensed securities dealer broker or US investment adviser or investment bank Our analysts are third party authors that include both professional investors and individual investors who may not be licensed or certified by any institute or regulatory body,42,2023-08-25,8
54,SPY: Current Correction Is Just The Beginning,I post macroeconomic articles quite frequently on Seeking Alpha but the last time I wrote specifically about the   was in  when the underlying index was atMany analysts attribute the current SPY correction to a seasonal factor If we look at the monthly performance of SPY since 1993 we see that September is the worst month of allAnd indeed there was a strong downward trend in September this year However the downward trend  and continues to this day even though both August and October are medianpositive normal monthsI dont know about you but for me personally justifying the price behavior of an asset based on its historical seasonality is not enough because the past does not explain the futureYes after three straight months of losses SPY may rise in November due to the effect of a selffulfilling prophecy if the market believes in an upswing and actively buys it But what will happen next Lets rely on the macro data and judge by the fundamentalsI already wrote about this in my last article on broad market ETFs and I repeat it here the most important thing for any economy in the world is the central bank interest rate It is always a kind of engine for economic growth the higher it is the harder it is for the economy to grow and the greater the chances of avoiding overheating Central banks balance from cycle to cycle always warming up and cooling down the economy  that is their main taskWhen the problem of high inflation arose a few years ago the overheating occurred the Fed started raising interest rates to cool the economy down again It succeeded in doing so Annual inflation in the US fell from 91 in June 2022 to 37 in August 2023Interest rates remained high to prevent inflation from rising again In turn markets began to price in the likelihood of an imminent reversal of the Feds monetary policy This led to a consensus view of good EPS growth potential against the backdrop of the about the consumers purchasing power strengthMy macro views have long contradicted the general consensus I dont believe consumer purchasing power is healthy and that cloudless SPYs EPS growth in FY2024 can somehow be justified yes even given the AI stuff Upon each review of the new data I consistently discovered indications that suggest the SPYs  for the next year is probably inflatedLets look at consumers I like to look at indirect data which includes surveys by Morgan Stanleys AlphaWise analysts Their latest survey October 2 2023  proprietary source shows that US consumer confidence has declined recently 54 now expect the economy to worsen over the next six months up from 49 the previous month while only 23 of consumers expect the economy to improve down from 30 the previous monthI assume that everything here should work as with inflation expectations When inflation expectations are high economic theory says that consumers start consuming more goods before prices rise In the case of consumer confidence everything should work in the opposite direction When consumers expect an economic downturn they begin to prepare for it by adjusting their behavior consumption and naturally reducing itAt the same time according to the same study consumers savings buffer fell from an average of 48 to 42 months That is the consumer is getting weaker not stronger as far as I can see Moreover we have another problem that cannot yet be solved the  as I call itYouve probably heard without me that equities as an asset class began to offer a very meager risk premium sometime in 2023 For comparison the stock markets earnings spread to Treasuries which by definition is the equity risk premium is now well below spreads offered by the investment grade bond market as  from  for SPY to adapt to the bond yields this high it would need to reach a level of 3900 At this point it would have the same level of risk premium as it did before the increase in bond term premium,131,2023-10-07,3
55,BellRing Brands: Proteins To Boost Your Muscle Gains And Your Portfolio,Some growth investment ideas might appear complex to understand At Growth Arcane we also have a strong interest in companies operating on what can be considered low valueadded business segments with strong execution In other words we like companies who do simpleResulting of a Post Holdings  spinoff that took place in 2022 BellRing Brands is a provider of proteinbased beverages powders bars and supplements The firms revenues are divided into 3 segments Shakes and Other Beverages under the name of Premier Protein Powders under the name of Dymatize and Nutrition Bars under the name of PowerBar The vast majority of the firms products are distributed across a diverse network of channels including gym clubs food stores drug stores eCommerce specialty and   With a rising focus on health and wellness we expect a heightened demand for nutritious and functional products In our view BellRing Brands aligns with this trend positioning itself as a provider of essential protein for muscle growth recovery and overall wellbeing attracting healthconscious consumers and fitness enthusiasts BRBRs strength resides in its capability to attract a very diverse consumer base especially with its Premier Protein brand combining 37 products of various tastes Not like its competitors more focused on niche markets Premier Protein aims to target everyone not just athletes This wise positioning is a real plus knowing the increasing importance of Convenient Nutrition for all kinds of consumersFurthermore were of the opinion that Premier Protein possesses a distinctive formulation thats challenging to imitate Their readytodrink RTD protein shakes provide an impressive 30 grams of protein accompanied by merely 3 grams of fat and a minimal 1gram sugar content all packed into a modest 160calorie serving Moreover consensus on taste seems to be globally very positive which is appreciable for anyone who ever tried to have additional sources of proteins and considered it almost as an effort and not as a pleasureBRBR has a robust distribution network that includes retail outlets online platforms and partnerships with fitness centers and specialty stores representing a strong barrier to entry for potential new competitors In the future we expect the firm to leverage this widereaching distribution network combining both digital markets optimizing sales and reaching a broader customer base In this sense we see ecommerce growth as a strong driver allowing the group to capitalize on the increasing trend of online shopping providing valuable consumer data for targeted marketing and product developmentRecently a new category of weightloss drugs has emerged Several GLP1 medications such as Ozempic Wegovy and Mounjaro were originally developed to manage diabetes However they have now demonstrated the ability to reduce cravings and lead to significant weight loss This development carries significant implications not only for the pharmaceutical companies that manufacture these drugs but also for the broader economy Recently in an interview given to  John Furner Walmart CEO said that taking these drugs were eating less He saidIn this context many names in the staples industry but also in the consumer discretionary segments have been hit pretty hard such as McDonalds  PepsiCo  CocaCola  and Nestle SA  the worlds biggest food company We see very few risks for BRBR to be impacted by the development of such treatments Quite the opposite we rather see this news as positive for the company Consumers that have to take these treatments which are by the way very expensive about 10000 a year per person for Ozempic are encouraged to have better alimentation and healthier habits which could support BRBRs growthIn terms of Valuation we believe that BRBR is slightly expensive on a standalone basis but it is attractive on a relative basis Indeed whether compared to the SP5,0,2023-10-23,3
56,Oil Takes A Hit,On the surface it is difficult to pin yesterdays selloff on the EIAs weekly inventory report US commercial crude oil inventories fell by 222MMbbls over the week whilst crudeHowever what was more bearish in the release were the gasoline numbers US gasoline inventories increased by almost 65MMbbls over the week  the largest increase since January 2022 This move has helped to take total US gasoline inventories back above the fiveyear average for this time of year This large build occurred even though refiners reduced operating rates by 22pp over the week to 873 Therefore it was weaker demand which was behind the large gasoline stock build Seasonally it is normal to see gasoline demand fallingThis weakness has weighed heavily on the gasoline market and this is nothing new with the prompt RBOB gasoline crack falling from more than US40bbl in midAugust to less than 8bbl currently The weakness in gasoline has fed through to weaker refinery margins which appears to have ultimately fed through to crude oilThe more recent price action in oil also suggests that the rally we saw over much of the third quarter has exhausted itself The current rates environment along with the USD strength has only provided stronger headwinds to the market US 10year Treasury yields have hit their highest levels since 2007 this week whilst the USD index is at its strongest levels since November 2022 Until we start to see a shift in the higher for longer narrative when it comes to rates the oil market will likely struggle to push significantly higherClearly the exhaustion of the recent rally will also give Saudi Arabia and Russia confidence in their decision to continue with their additional voluntary supply cuts through until year end We still forecast a large deficit for the remainder of this year which suggests that prices will remain relatively well supported We continue to expect ICE Brent to average US92bbl over 4Q23This publication has been prepared by ING solely for information purposes irrespective of a particular users means financial situation or investment objectives The information does not constitute investment recommendation and nor is it investment legal or tax advice or an offer or solicitation to purchase or sell any financial instrument  ,0,2023-10-05,5
